Time/Residue,AFR5_R1.xvg,RoG_md_A4482_R2.xvg
9.88,2.30629,2.28286
9.89,2.2998,2.28375
9.9,2.29914,2.28109
9.91,2.30245,2.27902
9.92,2.30423,2.29041
9.93,2.30302,2.29138
9.94,2.30611,2.29014
9.95,2.30733,2.28206
9.96,2.30721,2.28202
9.97,2.30308,2.27945
9.98,2.30959,2.28287
9.99,2.30096,2.29667
10.0,2.29732,2.28188
10.01,2.30393,2.28652
10.02,2.30032,2.28253
10.03,2.29567,2.28583
10.04,2.30204,2.28486
10.05,2.29971,2.28502
10.06,2.30137,2.28471
10.07,2.30122,2.28265
10.08,2.30316,2.27715
10.09,2.30843,2.2864
10.1,2.29567,2.29004
10.11,2.2997,2.29627
10.12,2.30577,2.28644
10.13,2.29798,2.29209
10.14,2.30932,2.28986
10.15,2.30862,2.28665
10.16,2.30851,2.2801
10.17,2.30457,2.28691
10.18,2.29826,2.28826
10.19,2.30818,2.28706
10.2,2.30556,2.29593
10.21,2.30169,2.29086
10.22,2.30343,2.29338
10.23,2.29602,2.28912
10.24,2.2998,2.28813
10.25,2.30112,2.30137
10.26,2.29942,2.2942
10.27,2.30386,2.30078
10.28,2.30548,2.29919
10.29,2.2997,2.29134
10.3,2.30552,2.29695
10.31,2.30401,2.29253
10.32,2.29702,2.29704
10.33,2.30003,2.29728
10.34,2.30171,2.28106
10.35,2.3032,2.28702
10.36,2.29854,2.29468
10.37,2.30222,2.29539
10.38,2.30357,2.29919
10.39,2.29541,2.29657
10.4,2.29889,2.29442
10.41,2.29321,2.28535
10.42,2.29085,2.28817
10.43,2.2975,2.28942
10.44,2.29759,2.28187
10.45,2.30078,2.29218
10.46,2.30263,2.28814
10.47,2.30135,2.29135
10.48,2.30226,2.28726
10.49,2.30147,2.29581
10.5,2.29997,2.29287
10.51,2.30297,2.2801
10.52,2.29899,2.29339
10.53,2.29979,2.29545
10.54,2.30282,2.28905
10.55,2.30126,2.2856
10.56,2.30886,2.28548
10.57,2.2987,2.29801
10.58,2.29935,2.2906
10.59,2.29939,2.28753
10.6,2.30539,2.29307
10.61,2.30369,2.28664
10.62,2.30514,2.29598
10.63,2.30388,2.29208
10.64,2.31236,2.28651
10.65,2.30053,2.29664
10.66,2.30623,2.29685
10.67,2.30409,2.28893
10.68,2.29779,2.30063
10.69,2.30192,2.2905
10.7,2.293,2.29001
10.71,2.29342,2.28477
10.72,2.30612,2.29362
10.73,2.29615,2.28475
10.74,2.30092,2.29052
10.75,2.3024,2.30106
10.76,2.29966,2.29223
10.77,2.30144,2.29688
10.78,2.29629,2.29751
10.79,2.30074,2.28656
10.8,2.30531,2.29082
10.81,2.30071,2.29769
10.82,2.30255,2.3038
10.83,2.29884,2.29626
10.84,2.30247,2.30433
10.85,2.29798,2.30458
10.86,2.30207,2.29923
10.87,2.29797,2.29762
10.88,2.29888,2.29332
10.89,2.29523,2.29326
10.9,2.3014,2.29256
10.91,2.29195,2.30155
10.92,2.29844,2.29943
10.93,2.29923,2.29554
10.94,2.29414,2.29443
10.95,2.29131,2.29614
10.96,2.29447,2.29387
10.97,2.29134,2.28368
10.98,2.29799,2.29415
10.99,2.29961,2.29767
11.0,2.3067,2.2886
11.01,2.29713,2.29385
11.02,2.29958,2.29191
11.03,2.28812,2.29274
11.04,2.28836,2.29439
11.05,2.29144,2.28908
11.06,2.28997,2.29186
11.07,2.29198,2.29242
11.08,2.29774,2.29459
11.09,2.29949,2.29216
11.1,2.29876,2.29375
11.11,2.30457,2.29353
11.12,2.30958,2.2928
11.13,2.29931,2.29815
11.14,2.29915,2.28973
11.15,2.30125,2.29817
11.16,2.29986,2.29182
11.17,2.30201,2.28866
11.18,2.29249,2.29501
11.19,2.29828,2.29439
11.2,2.30096,2.29958
11.21,2.29769,2.30105
11.22,2.29669,2.29991
11.23,2.29301,2.29632
11.24,2.30168,2.29596
11.25,2.30047,2.29852
11.26,2.30645,2.2981
11.27,2.30632,2.28889
11.28,2.30473,2.30224
11.29,2.30287,2.29823
11.3,2.30398,2.29538
11.31,2.29997,2.29725
11.32,2.29625,2.29624
11.33,2.30688,2.30264
11.34,2.30452,2.29892
11.35,2.30092,2.28981
11.36,2.30488,2.29392
11.37,2.30623,2.29378
11.38,2.31356,2.29369
11.39,2.3186,2.29521
11.4,2.31553,2.29495
11.41,2.30634,2.30341
11.42,2.30408,2.29568
11.43,2.30743,2.28661
11.44,2.30717,2.28609
11.45,2.30541,2.29431
11.46,2.30085,2.2906
11.47,2.30535,2.28541
11.48,2.30835,2.29622
11.49,2.30896,2.29482
11.5,2.31076,2.28942
11.51,2.30862,2.30523
11.52,2.30224,2.29948
11.53,2.30297,2.3049
11.54,2.29944,2.30136
11.55,2.30451,2.30298
11.56,2.30768,2.29698
11.57,2.29671,2.29795
11.58,2.30068,2.30031
11.59,2.31544,2.28885
11.6,2.30783,2.29034
11.61,2.30429,2.30387
11.62,2.30689,2.28193
11.63,2.3076,2.29168
11.64,2.311,2.29933
11.65,2.30594,2.2928
11.66,2.30189,2.28721
11.67,2.30562,2.2845
11.68,2.29732,2.29121
11.69,2.30598,2.28867
11.7,2.30736,2.29278
11.71,2.30365,2.29535
11.72,2.30217,2.28516
11.73,2.30835,2.28661
11.74,2.31154,2.2916
11.75,2.30865,2.29063
11.76,2.30668,2.28738
11.77,2.29974,2.29316
11.78,2.30976,2.28553
11.79,2.3001,2.28604
11.8,2.30315,2.29271
11.81,2.2989,2.29425
11.82,2.29784,2.28971
11.83,2.30385,2.29909
11.84,2.30566,2.29757
11.85,2.30134,2.29238
11.86,2.30131,2.28768
11.87,2.29726,2.28757
11.88,2.30112,2.28914
11.89,2.30271,2.28901
11.9,2.30093,2.2993
11.91,2.3074,2.29744
11.92,2.304,2.2907
11.93,2.30608,2.30642
11.94,2.31302,2.28985
11.95,2.30088,2.29262
11.96,2.29756,2.29769
11.97,2.30776,2.28675
11.98,2.30652,2.29483
11.99,2.3048,2.29405
12.0,2.30346,2.28664
12.01,2.31025,2.29245
12.02,2.31035,2.28964
12.03,2.30818,2.29036
12.04,2.31011,2.29573
12.05,2.31412,2.29622
12.06,2.30917,2.29498
12.07,2.30401,2.29599
12.08,2.31174,2.28737
12.09,2.30951,2.29376
12.1,2.3068,2.29781
12.11,2.30621,2.29054
12.12,2.30576,2.29312
12.13,2.29717,2.29891
12.14,2.30559,2.29237
12.15,2.30731,2.29823
12.16,2.31109,2.29931
12.17,2.31163,2.29439
12.18,2.31948,2.29023
12.19,2.31212,2.29723
12.2,2.30981,2.30001
12.21,2.31432,2.29396
12.22,2.31608,2.29491
12.23,2.30615,2.28132
12.24,2.3118,2.28882
12.25,2.30766,2.28407
12.26,2.31356,2.28402
12.27,2.30789,2.29375
12.28,2.30707,2.28897
12.29,2.31359,2.29269
12.3,2.31198,2.28615
12.31,2.31379,2.2921
12.32,2.30676,2.28813
12.33,2.31141,2.29116
12.34,2.31287,2.27866
12.35,2.3079,2.28818
12.36,2.30862,2.27988
12.37,2.31063,2.29232
12.38,2.31096,2.29023
12.39,2.29438,2.28368
12.4,2.30833,2.27948
12.41,2.30904,2.28127
12.42,2.31085,2.27915
12.43,2.31193,2.28686
12.44,2.30984,2.28568
12.45,2.30676,2.27903
12.46,2.30411,2.28949
12.47,2.31122,2.29413
12.48,2.31143,2.2839
12.49,2.30458,2.28933
12.5,2.30645,2.28827
12.51,2.30874,2.28312
12.52,2.31455,2.286
12.53,2.31302,2.2913
12.54,2.31544,2.28446
12.55,2.3136,2.29388
12.56,2.31023,2.29167
12.57,2.30786,2.28538
12.58,2.30921,2.28789
12.59,2.31228,2.2862
12.6,2.30999,2.28939
12.61,2.30966,2.29652
12.62,2.3073,2.29181
12.63,2.30598,2.29354
12.64,2.31118,2.29014
12.65,2.30911,2.29778
12.66,2.31131,2.29583
12.67,2.30497,2.29948
12.68,2.30748,2.29865
12.69,2.30265,2.29475
12.7,2.30773,2.29405
12.71,2.3032,2.28847
12.72,2.30832,2.28173
12.73,2.30913,2.29384
12.74,2.31231,2.29061
12.75,2.31054,2.29196
12.76,2.30336,2.28572
12.77,2.30877,2.29538
12.78,2.31555,2.29581
12.79,2.31355,2.29379
12.8,2.30543,2.29721
12.81,2.30549,2.29306
12.82,2.30552,2.29519
12.83,2.31064,2.29038
12.84,2.30853,2.29652
12.85,2.31677,2.29782
12.86,2.31845,2.30333
12.87,2.31391,2.2957
12.88,2.31179,2.29501
12.89,2.31129,2.28866
12.9,2.31828,2.29309
12.91,2.3123,2.29891
12.92,2.31295,2.29808
12.93,2.31014,2.30166
12.94,2.31277,2.30009
12.95,2.31088,2.29629
12.96,2.30525,2.29359
12.97,2.30419,2.29292
12.98,2.31444,2.293
12.99,2.31245,2.29893
13.0,2.30589,2.28423
13.01,2.30702,2.2873
13.02,2.31733,2.28721
13.03,2.3097,2.28294
13.04,2.31102,2.28456
13.05,2.30677,2.29363
13.06,2.31223,2.291
13.07,2.31359,2.28673
13.08,2.31175,2.29957
13.09,2.3177,2.29971
13.1,2.31472,2.29085
13.11,2.3117,2.29618
13.12,2.3181,2.30054
13.13,2.32367,2.30192
13.14,2.31714,2.30184
13.15,2.31324,2.29552
13.16,2.31902,2.29916
13.17,2.31258,2.30372
13.18,2.30911,2.29565
13.19,2.31769,2.29809
13.2,2.3151,2.29854
13.21,2.3201,2.2991
13.22,2.31685,2.29797
13.23,2.3102,2.29631
13.24,2.30703,2.29483
13.25,2.31259,2.28913
13.26,2.31362,2.29617
13.27,2.32329,2.29099
13.28,2.31905,2.29218
13.29,2.32035,2.29247
13.3,2.31672,2.28899
13.31,2.31837,2.29122
13.32,2.31181,2.28848
13.33,2.31112,2.29741
13.34,2.31682,2.29193
13.35,2.32112,2.29015
13.36,2.31908,2.29454
13.37,2.3208,2.2902
13.38,2.32235,2.29689
13.39,2.32324,2.29547
13.4,2.32433,2.28528
13.41,2.32697,2.29264
13.42,2.32452,2.28917
13.43,2.32669,2.28729
13.44,2.32566,2.28514
13.45,2.32757,2.27756
13.46,2.32656,2.28501
13.47,2.32187,2.2895
13.48,2.32192,2.28545
13.49,2.32696,2.27908
13.5,2.31581,2.29135
13.51,2.31449,2.28978
13.52,2.31891,2.29161
13.53,2.33059,2.29711
13.54,2.32074,2.28808
13.55,2.32497,2.28989
13.56,2.3234,2.29434
13.57,2.32728,2.29273
13.58,2.3298,2.28823
13.59,2.3267,2.2945
13.6,2.33406,2.30509
13.61,2.32611,2.29885
13.62,2.33207,2.29019
13.63,2.33213,2.28708
13.64,2.33158,2.28897
13.65,2.32597,2.28367
13.66,2.33241,2.29374
13.67,2.321,2.29313
13.68,2.3281,2.28093
13.69,2.33266,2.29117
13.7,2.32878,2.2914
13.71,2.33021,2.29045
13.72,2.32792,2.28958
13.73,2.3223,2.28646
13.74,2.32415,2.28578
13.75,2.33235,2.28096
13.76,2.3245,2.28346
13.77,2.31983,2.2818
13.78,2.32215,2.27973
13.79,2.33061,2.2899
13.8,2.32597,2.28818
13.81,2.32786,2.28521
13.82,2.33051,2.28455
13.83,2.33026,2.29304
13.84,2.32611,2.28828
13.85,2.32639,2.28755
13.86,2.3269,2.29138
13.87,2.32891,2.29102
13.88,2.32121,2.28649
13.89,2.3265,2.29393
13.9,2.32182,2.29414
13.91,2.32324,2.29188
13.92,2.32823,2.28921
13.93,2.32394,2.29855
13.94,2.32616,2.28283
13.95,2.32971,2.28356
13.96,2.3302,2.2968
13.97,2.32711,2.29714
13.98,2.32858,2.29374
13.99,2.324,2.28552
14.0,2.3296,2.29464
14.01,2.32371,2.29009
14.02,2.31904,2.28641
14.03,2.32043,2.29568
14.04,2.32306,2.28317
14.05,2.32499,2.29349
14.06,2.33144,2.29259
14.07,2.3222,2.28989
14.08,2.33168,2.29817
14.09,2.3315,2.29135
14.1,2.33512,2.28812
14.11,2.32592,2.28999
14.12,2.32338,2.29539
14.13,2.32763,2.2925
14.14,2.3273,2.30408
14.15,2.3277,2.29228
14.16,2.32617,2.29897
14.17,2.32215,2.29883
14.18,2.3331,2.29526
14.19,2.3291,2.29625
14.2,2.33132,2.29291
14.21,2.33079,2.29881
14.22,2.33449,2.30061
14.23,2.33912,2.29633
14.24,2.33224,2.30236
14.25,2.32816,2.29616
14.26,2.32418,2.2998
14.27,2.32906,2.29596
14.28,2.32378,2.29974
14.29,2.32922,2.30257
14.3,2.32544,2.30187
14.31,2.3255,2.30726
14.32,2.32674,2.30337
14.33,2.32212,2.2979
14.34,2.32168,2.30426
14.35,2.32274,2.3015
14.36,2.32407,2.30922
14.37,2.3216,2.29157
14.38,2.3271,2.29832
14.39,2.32554,2.29281
14.4,2.33181,2.30176
14.41,2.32143,2.29828
14.42,2.33032,2.30035
14.43,2.3207,2.29507
14.44,2.32054,2.29518
14.45,2.32109,2.29207
14.46,2.32274,2.29496
14.47,2.32104,2.29354
14.48,2.31908,2.29393
14.49,2.31198,2.2882
14.5,2.30817,2.29968
14.51,2.3182,2.28985
14.52,2.3152,2.29589
14.53,2.31312,2.29323
14.54,2.316,2.29499
14.55,2.31946,2.29261
14.56,2.31781,2.29144
14.57,2.31506,2.28774
14.58,2.32203,2.29855
14.59,2.32258,2.28932
14.6,2.32769,2.29664
14.61,2.32639,2.2916
14.62,2.32039,2.30334
14.63,2.32608,2.29634
14.64,2.3226,2.29431
14.65,2.32083,2.28951
14.66,2.31985,2.29934
14.67,2.31517,2.29099
14.68,2.3205,2.29032
14.69,2.31478,2.28334
14.7,2.32057,2.28838
14.71,2.31677,2.28583
14.72,2.31957,2.29387
14.73,2.32357,2.29487
14.74,2.31725,2.29047
14.75,2.31323,2.29062
14.76,2.3245,2.28652
14.77,2.31429,2.2883
14.78,2.31558,2.29359
14.79,2.3199,2.29773
14.8,2.31973,2.29146
14.81,2.31504,2.29509
14.82,2.31749,2.30443
14.83,2.31678,2.29015
14.84,2.31809,2.29738
14.85,2.32464,2.28565
14.86,2.31869,2.29417
14.87,2.32541,2.29677
14.88,2.31948,2.29037
14.89,2.31797,2.29669
14.9,2.31154,2.30352
14.91,2.31852,2.28743
14.92,2.32199,2.29264
14.93,2.31365,2.30172
14.94,2.31615,2.2904
14.95,2.31786,2.30108
14.96,2.32016,2.29107
14.97,2.31899,2.29207
14.98,2.31732,2.29079
14.99,2.31756,2.28898
15.0,2.31826,2.28915
15.01,2.32264,2.29394
15.02,2.32209,2.29844
15.03,2.3213,2.28981
15.04,2.31969,2.29888
15.05,2.31473,2.29523
15.06,2.3156,2.29523
15.07,2.32251,2.29909
15.08,2.32444,2.30353
15.09,2.31914,2.29413
15.1,2.32205,2.30239
15.11,2.32694,2.30134
15.12,2.32504,2.29585
15.13,2.32642,2.29825
15.14,2.3271,2.29629
15.15,2.33134,2.29353
15.16,2.3287,2.28605
15.17,2.32757,2.29336
15.18,2.32786,2.28887
15.19,2.32474,2.29118
15.2,2.32763,2.28428
15.21,2.3248,2.28483
15.22,2.32048,2.29518
15.23,2.32478,2.29156
15.24,2.32664,2.28954
15.25,2.32111,2.28907
15.26,2.3193,2.28295
15.27,2.3199,2.28899
15.28,2.32653,2.29288
15.29,2.31281,2.3009
15.3,2.32085,2.29181
15.31,2.32093,2.29486
15.32,2.3238,2.29166
15.33,2.32144,2.29238
15.34,2.32101,2.2915
15.35,2.32733,2.28751
15.36,2.32404,2.29661
15.37,2.31543,2.29538
15.38,2.32318,2.28933
15.39,2.31788,2.28656
15.4,2.3153,2.29981
15.41,2.31143,2.30277
15.42,2.31123,2.30311
15.43,2.32388,2.29825
15.44,2.31105,2.29188
15.45,2.31986,2.28668
15.46,2.32255,2.288
15.47,2.31775,2.29761
15.48,2.3358,2.28983
15.49,2.32968,2.28802
15.5,2.32967,2.29264
15.51,2.32611,2.2937
15.52,2.32771,2.29884
15.53,2.32363,2.29052
15.54,2.31791,2.28809
15.55,2.31417,2.29129
15.56,2.3228,2.28937
15.57,2.32681,2.29722
15.58,2.31477,2.29895
15.59,2.31666,2.2936
15.6,2.32257,2.29405
15.61,2.3296,2.29779
15.62,2.32018,2.29049
15.63,2.32602,2.29003
15.64,2.32168,2.29042
15.65,2.33127,2.29903
15.66,2.31716,2.2888
15.67,2.32164,2.2907
15.68,2.32654,2.28623
15.69,2.33508,2.29205
15.7,2.32063,2.29649
15.71,2.32334,2.29027
15.72,2.32422,2.28809
15.73,2.32369,2.28854
15.74,2.33118,2.28549
15.75,2.32549,2.28632
15.76,2.3327,2.28795
15.77,2.33406,2.29154
15.78,2.33619,2.29422
15.79,2.33073,2.29545
15.8,2.33756,2.29815
15.81,2.32998,2.29979
15.82,2.33199,2.30441
15.83,2.32822,2.30463
15.84,2.32411,2.29776
15.85,2.3274,2.30175
15.86,2.32407,2.30184
15.87,2.3385,2.30141
15.88,2.33131,2.29045
15.89,2.3291,2.29997
15.9,2.32846,2.29381
15.91,2.33081,2.30245
15.92,2.3312,2.30163
15.93,2.33441,2.30834
15.94,2.32402,2.29607
15.95,2.32066,2.28909
15.96,2.31816,2.30897
15.97,2.32848,2.30041
15.98,2.32603,2.29796
15.99,2.33201,2.30299
16.0,2.3253,2.3018
16.01,2.32248,2.3046
16.02,2.32652,2.29517
16.03,2.32745,2.3022
16.04,2.32094,2.30248
16.05,2.31301,2.29307
16.06,2.31979,2.29
16.07,2.30716,2.30246
16.08,2.31119,2.30179
16.09,2.31131,2.29756
16.1,2.31881,2.30654
16.11,2.30316,2.30881
16.12,2.31285,2.30375
16.13,2.30922,2.29813
16.14,2.31401,2.30525
16.15,2.31027,2.30067
16.16,2.31376,2.3047
16.17,2.31397,2.30811
16.18,2.31853,2.2917
16.19,2.30704,2.30368
16.2,2.31136,2.28766
16.21,2.30742,2.29657
16.22,2.31064,2.30155
16.23,2.30733,2.28995
16.24,2.3181,2.30587
16.25,2.30736,2.31285
16.26,2.30761,2.3006
16.27,2.30852,2.29629
16.28,2.30993,2.30542
16.29,2.31614,2.29882
16.3,2.30463,2.29724
16.31,2.30615,2.2963
16.32,2.31739,2.29478
16.33,2.31661,2.29243
16.34,2.31351,2.29565
16.35,2.31222,2.29985
16.36,2.31336,2.30194
16.37,2.30798,2.30071
16.38,2.31787,2.29762
16.39,2.31659,2.29274
16.4,2.31661,2.29741
16.41,2.32001,2.29673
16.42,2.31352,2.30259
16.43,2.30798,2.30703
16.44,2.31206,2.31154
16.45,2.31458,2.30519
16.46,2.3164,2.30148
16.47,2.31097,2.30931
16.48,2.31265,2.30589
16.49,2.31159,2.31594
16.5,2.31342,2.31358
16.51,2.31546,2.30645
16.52,2.31463,2.30407
16.53,2.31688,2.31687
16.54,2.31257,2.31064
16.55,2.30774,2.30587
16.56,2.31009,2.30827
16.57,2.31341,2.3139
16.58,2.30454,2.30664
16.59,2.30755,2.31746
16.6,2.30719,2.31511
16.61,2.31613,2.30839
16.62,2.31595,2.30939
16.63,2.31137,2.31656
16.64,2.31395,2.31565
16.65,2.3155,2.3106
16.66,2.32321,2.30572
16.67,2.31953,2.29957
16.68,2.31745,2.30398
16.69,2.31785,2.30473
16.7,2.31621,2.31245
16.71,2.30938,2.31479
16.72,2.31118,2.31202
16.73,2.31272,2.30737
16.74,2.31651,2.311
16.75,2.31271,2.30568
16.76,2.32038,2.31159
16.77,2.31963,2.31027
16.78,2.31764,2.3074
16.79,2.31653,2.31005
16.8,2.3133,2.30228
16.81,2.31286,2.30892
16.82,2.3155,2.30086
16.83,2.31498,2.30629
16.84,2.31755,2.29852
16.85,2.30869,2.29849
16.86,2.30493,2.30223
16.87,2.30332,2.30191
16.88,2.30493,2.29259
16.89,2.30573,2.30172
16.9,2.30653,2.30101
16.91,2.30441,2.31268
16.92,2.30438,2.30313
16.93,2.30177,2.30481
16.94,2.31252,2.30357
16.95,2.31925,2.30305
16.96,2.30937,2.29626
16.97,2.30846,2.29833
16.98,2.31304,2.30382
16.99,2.31563,2.30387
17.0,2.30989,2.30628
17.01,2.32157,2.30233
17.02,2.31925,2.31126
17.03,2.31022,2.29844
17.04,2.31927,2.30323
17.05,2.32121,2.31113
17.06,2.31391,2.31316
17.07,2.31821,2.31185
17.08,2.31778,2.31479
17.09,2.32268,2.31409
17.1,2.31615,2.30822
17.11,2.31436,2.31121
17.12,2.31978,2.30687
17.13,2.32004,2.3087
17.14,2.31814,2.30815
17.15,2.31909,2.31215
17.16,2.30433,2.32356
17.17,2.31324,2.32071
17.18,2.31352,2.30416
17.19,2.31698,2.30501
17.2,2.31877,2.30708
17.21,2.31602,2.31226
17.22,2.3129,2.31799
17.23,2.30818,2.31664
17.24,2.30519,2.31174
17.25,2.3064,2.31504
17.26,2.30827,2.31161
17.27,2.30785,2.31133
17.28,2.30533,2.30971
17.29,2.306,2.30279
17.3,2.30848,2.3132
17.31,2.3121,2.31242
17.32,2.30628,2.30072
17.33,2.30716,2.29568
17.34,2.30596,2.30016
17.35,2.31531,2.29856
17.36,2.30565,2.29957
17.37,2.31178,2.30345
17.38,2.31652,2.29858
17.39,2.30771,2.29845
17.4,2.3102,2.30212
17.41,2.3068,2.30478
17.42,2.30491,2.31645
17.43,2.31384,2.30081
17.44,2.30897,2.30207
17.45,2.31198,2.29622
17.46,2.31167,2.29744
17.47,2.30339,2.29977
17.48,2.30822,2.29822
17.49,2.30171,2.30457
17.5,2.30826,2.3069
17.51,2.31175,2.30892
17.52,2.30941,2.29246
17.53,2.31066,2.3079
17.54,2.30364,2.31237
17.55,2.30324,2.30946
17.56,2.305,2.30559
17.57,2.31592,2.3024
17.58,2.31187,2.2996
17.59,2.30649,2.3098
17.6,2.30989,2.30104
17.61,2.29798,2.31501
17.62,2.31339,2.31245
17.63,2.31229,2.32143
17.64,2.31295,2.3117
17.65,2.30513,2.31487
17.66,2.30645,2.31041
17.67,2.30892,2.30263
17.68,2.3021,2.3139
17.69,2.30347,2.29628
17.7,2.30602,2.30601
17.71,2.31168,2.30286
17.72,2.30804,2.29844
17.73,2.31003,2.30117
17.74,2.30878,2.30281
17.75,2.29943,2.3058
17.76,2.30563,2.30129
17.77,2.30505,2.29902
17.78,2.31413,2.30451
17.79,2.30346,2.30386
17.8,2.31355,2.30729
17.81,2.30362,2.30463
17.82,2.3091,2.30756
17.83,2.30769,2.30173
17.84,2.30765,2.30568
17.85,2.30797,2.2977
17.86,2.30195,2.30511
17.87,2.30183,2.29899
17.88,2.31078,2.30389
17.89,2.30925,2.29949
17.9,2.30863,2.3015
17.91,2.31403,2.30637
17.92,2.30662,2.30192
17.93,2.30666,2.2945
17.94,2.30281,2.30358
17.95,2.30864,2.29987
17.96,2.30361,2.30547
17.97,2.30277,2.31222
17.98,2.29309,2.30956
17.99,2.29963,2.31174
18.0,2.30288,2.30757
18.01,2.29904,2.3104
18.02,2.29042,2.30708
18.03,2.29805,2.31136
18.04,2.29844,2.30375
18.05,2.30582,2.31058
18.06,2.30083,2.30577
18.07,2.29443,2.30568
18.08,2.297,2.30229
18.09,2.31288,2.30503
18.1,2.29988,2.30826
18.11,2.30426,2.31074
18.12,2.29571,2.30546
18.13,2.29578,2.30228
18.14,2.29403,2.30535
18.15,2.30187,2.31023
18.16,2.29814,2.31465
18.17,2.3083,2.31593
18.18,2.30034,2.30536
18.19,2.30975,2.30121
18.2,2.30406,2.30789
18.21,2.30691,2.30564
18.22,2.30753,2.30451
18.23,2.29834,2.30593
18.24,2.30561,2.30185
18.25,2.30586,2.31305
18.26,2.30951,2.30236
18.27,2.30873,2.31085
18.28,2.3103,2.30834
18.29,2.30898,2.31178
18.3,2.30428,2.30452
18.31,2.30595,2.3089
18.32,2.30281,2.30458
18.33,2.30305,2.29966
18.34,2.30501,2.30871
18.35,2.3024,2.30886
18.36,2.30031,2.3101
18.37,2.30485,2.29632
18.38,2.30592,2.30227
18.39,2.30002,2.30864
18.4,2.30781,2.30613
18.41,2.30521,2.30965
18.42,2.31811,2.30336
18.43,2.31165,2.3037
18.44,2.30306,2.30397
18.45,2.30276,2.30055
18.46,2.30798,2.30475
18.47,2.30653,2.30734
18.48,2.30592,2.31354
18.49,2.30484,2.31709
18.5,2.30896,2.31383
18.51,2.30922,2.30841
18.52,2.30148,2.31068
18.53,2.30392,2.30764
18.54,2.30436,2.31194
18.55,2.30804,2.31626
18.56,2.30838,2.30788
18.57,2.30694,2.31181
18.58,2.30436,2.31242
18.59,2.31172,2.31552
18.6,2.30501,2.31936
18.61,2.3074,2.31911
18.62,2.30907,2.31564
18.63,2.30449,2.31837
18.64,2.30572,2.31971
18.65,2.30673,2.32201
18.66,2.30033,2.31594
18.67,2.305,2.32463
18.68,2.31072,2.31396
18.69,2.31262,2.31074
18.7,2.31008,2.31887
18.71,2.31593,2.31666
18.72,2.30631,2.31629
18.73,2.31391,2.31308
18.74,2.30318,2.31314
18.75,2.30728,2.30998
18.76,2.30986,2.31692
18.77,2.29957,2.31773
18.78,2.30642,2.32257
18.79,2.31187,2.30935
18.8,2.31027,2.31938
18.81,2.30693,2.3132
18.82,2.31427,2.31669
18.83,2.31164,2.32311
18.84,2.30498,2.3046
18.85,2.30907,2.31003
18.86,2.30026,2.31478
18.87,2.30349,2.30904
18.88,2.30919,2.31268
18.89,2.30861,2.30549
18.9,2.30544,2.31578
18.91,2.31753,2.31307
18.92,2.3097,2.30928
18.93,2.30567,2.30894
18.94,2.31542,2.30926
18.95,2.3063,2.30929
18.96,2.31419,2.31295
18.97,2.30677,2.31138
18.98,2.31115,2.30726
18.99,2.31042,2.31139
19.0,2.30907,2.31134
19.01,2.31237,2.30916
19.02,2.30482,2.31384
19.03,2.30749,2.30712
19.04,2.30939,2.3107
19.05,2.30681,2.31824
19.06,2.31229,2.31454
19.07,2.30829,2.3098
19.08,2.30341,2.30945
19.09,2.30819,2.31127
19.1,2.30505,2.30786
19.11,2.31531,2.30558
19.12,2.31163,2.30826
19.13,2.31125,2.31299
19.14,2.31002,2.31084
19.15,2.31353,2.31069
19.16,2.3143,2.30802
19.17,2.31444,2.30645
19.18,2.32074,2.30993
19.19,2.31212,2.30026
19.2,2.31445,2.30422
19.21,2.30425,2.31015
19.22,2.31158,2.31513
19.23,2.31828,2.30969
19.24,2.31021,2.30738
19.25,2.31207,2.31075
19.26,2.31212,2.30933
19.27,2.30625,2.30549
19.28,2.30634,2.30742
19.29,2.31055,2.31304
19.3,2.30761,2.30407
19.31,2.30601,2.30495
19.32,2.30542,2.30438
19.33,2.3053,2.31466
19.34,2.31178,2.29623
19.35,2.30632,2.30804
19.36,2.30781,2.29943
19.37,2.31113,2.30291
19.38,2.32027,2.30763
19.39,2.31478,2.3159
19.4,2.31349,2.31071
19.41,2.31513,2.31446
19.42,2.31969,2.30167
19.43,2.31894,2.30232
19.44,2.31272,2.30283
19.45,2.31592,2.30807
19.46,2.31539,2.30589
19.47,2.30834,2.30925
19.48,2.31079,2.30943
19.49,2.30936,2.30793
19.5,2.30471,2.31231
19.51,2.31067,2.30691
19.52,2.30385,2.30549
19.53,2.30734,2.30745
19.54,2.31028,2.30876
19.55,2.30433,2.31064
19.56,2.30673,2.30721
19.57,2.30636,2.30988
19.58,2.30685,2.30729
19.59,2.30344,2.30536
19.6,2.31465,2.2967
19.61,2.31296,2.30392
19.62,2.31967,2.30839
19.63,2.31101,2.2979
19.64,2.315,2.30631
19.65,2.31389,2.30866
19.66,2.31752,2.30823
19.67,2.31429,2.3151
19.68,2.32141,2.30318
19.69,2.30966,2.30829
19.7,2.31011,2.29633
19.71,2.31137,2.30068
19.72,2.30513,2.30576
19.73,2.3064,2.29979
19.74,2.31098,2.30135
19.75,2.30933,2.30116
19.76,2.29785,2.30101
19.77,2.3043,2.29842
19.78,2.30046,2.29769
19.79,2.30971,2.2951
19.8,2.313,2.30033
19.81,2.30374,2.29951
19.82,2.31194,2.30371
19.83,2.30778,2.30393
19.84,2.31343,2.30748
19.85,2.31307,2.30336
