Time/Residue,AFR5_R1.xvg,RoG_md_A4482_R2.xvg
48.64,2.31177,2.2823
48.65,2.31226,2.29161
48.66,2.31272,2.28342
48.67,2.31398,2.29581
48.68,2.30728,2.28821
48.69,2.30534,2.29125
48.7,2.3078,2.29485
48.71,2.30971,2.28864
48.72,2.3101,2.29167
48.73,2.30891,2.29075
48.74,2.3005,2.29146
48.75,2.30748,2.29321
48.76,2.30845,2.28806
48.77,2.30602,2.28933
48.78,2.29701,2.29234
48.79,2.30028,2.28808
48.8,2.29841,2.29495
48.81,2.29953,2.29038
48.82,2.29524,2.29114
48.83,2.29495,2.29178
48.84,2.29675,2.28801
48.85,2.29724,2.28851
48.86,2.29767,2.29326
48.87,2.29801,2.28997
48.88,2.29918,2.28917
48.89,2.30125,2.29182
48.9,2.29807,2.29445
48.91,2.29556,2.29306
48.92,2.30382,2.29857
48.93,2.29988,2.29245
48.94,2.30389,2.2963
48.95,2.30562,2.29788
48.96,2.29572,2.29827
48.97,2.30211,2.29533
48.98,2.30451,2.29416
48.99,2.30217,2.28908
49.0,2.30173,2.29688
49.01,2.29446,2.29848
49.02,2.29459,2.29579
49.03,2.302,2.2937
49.04,2.29798,2.30861
49.05,2.29276,2.303
49.06,2.2923,2.29972
49.07,2.29791,2.29975
49.08,2.2924,2.30114
49.09,2.29754,2.3027
49.1,2.30301,2.30248
49.11,2.29706,2.29787
49.12,2.29495,2.29872
49.13,2.29762,2.2921
49.14,2.29614,2.2976
49.15,2.29717,2.2994
49.16,2.29136,2.28333
49.17,2.2958,2.29206
49.18,2.29773,2.2989
49.19,2.29649,2.30023
49.2,2.29117,2.29847
49.21,2.29423,2.2958
49.22,2.2981,2.29664
49.23,2.29392,2.29207
49.24,2.29228,2.29959
49.25,2.29416,2.29971
49.26,2.30043,2.29625
49.27,2.30327,2.29284
49.28,2.29765,2.2951
49.29,2.29979,2.30135
49.3,2.2892,2.29884
49.31,2.29449,2.30138
49.32,2.29082,2.30417
49.33,2.29474,2.29797
49.34,2.30804,2.30398
49.35,2.29529,2.30327
49.36,2.2866,2.30138
49.37,2.28934,2.30561
49.38,2.2922,2.30104
49.39,2.29576,2.29129
49.4,2.2975,2.30285
49.41,2.29479,2.30344
49.42,2.29379,2.29761
49.43,2.30278,2.29759
49.44,2.2956,2.30467
49.45,2.29145,2.29569
49.46,2.29664,2.29129
49.47,2.29797,2.29727
49.48,2.29816,2.29342
49.49,2.293,2.2968
49.5,2.29642,2.30209
49.51,2.2951,2.30037
49.52,2.2923,2.29247
49.53,2.29292,2.2946
49.54,2.28991,2.29888
49.55,2.29765,2.29335
49.56,2.29436,2.29467
49.57,2.28997,2.30177
49.58,2.28154,2.29333
49.59,2.29472,2.29985
49.6,2.29047,2.30534
49.61,2.29483,2.29475
49.62,2.28577,2.30346
49.63,2.28933,2.29854
49.64,2.29198,2.30295
49.65,2.29681,2.30718
49.66,2.28964,2.29574
49.67,2.29409,2.29115
49.68,2.29046,2.28787
49.69,2.28457,2.29385
49.7,2.29185,2.29324
49.71,2.29219,2.29641
49.72,2.30126,2.30243
49.73,2.29133,2.28912
49.74,2.29527,2.29719
49.75,2.29313,2.30178
49.76,2.29277,2.29985
49.77,2.29486,2.30223
49.78,2.30081,2.29698
49.79,2.29475,2.29849
49.8,2.29662,2.30211
49.81,2.30098,2.30187
49.82,2.29579,2.30177
49.83,2.30941,2.30852
49.84,2.29978,2.31156
49.85,2.30235,2.30219
49.86,2.30521,2.29377
49.87,2.3074,2.29744
49.88,2.30195,2.30498
49.89,2.2985,2.29066
49.9,2.30723,2.29451
49.91,2.30825,2.29762
49.92,2.30866,2.30239
49.93,2.31701,2.29526
49.94,2.30689,2.29195
49.95,2.30803,2.30014
49.96,2.30131,2.28094
49.97,2.31055,2.28922
49.98,2.30574,2.29211
49.99,2.30246,2.28895
50.0,2.29649,2.28593
50.01,2.2963,2.29442
50.02,2.30387,2.29434
50.03,2.29305,2.29623
50.04,2.29917,2.29223
50.05,2.2997,2.30071
50.06,2.30322,2.30092
50.07,2.30304,2.29854
50.08,2.2874,2.30505
50.09,2.29214,2.28575
50.1,2.29707,2.28504
50.11,2.29534,2.2833
50.12,2.29329,2.28837
50.13,2.3019,2.29148
50.14,2.30705,2.29351
50.15,2.30426,2.28802
50.16,2.30771,2.28729
50.17,2.30493,2.28453
50.18,2.30584,2.28831
50.19,2.31592,2.29057
50.2,2.31095,2.29024
50.21,2.31062,2.29913
50.22,2.30963,2.29817
50.23,2.30498,2.30273
50.24,2.30711,2.30297
50.25,2.30449,2.30072
50.26,2.30493,2.29423
50.27,2.30556,2.28728
50.28,2.30581,2.28703
50.29,2.30965,2.28479
50.3,2.31492,2.28692
50.31,2.31221,2.30545
50.32,2.32199,2.30212
50.33,2.31354,2.29617
50.34,2.30547,2.29363
50.35,2.3074,2.29287
50.36,2.30944,2.29458
50.37,2.30671,2.29472
50.38,2.30771,2.30082
50.39,2.31724,2.29751
50.4,2.31078,2.28878
50.41,2.30908,2.2992
50.42,2.30404,2.29217
50.43,2.31528,2.29382
50.44,2.3128,2.30082
50.45,2.29948,2.29327
50.46,2.30579,2.28752
50.47,2.31018,2.29819
50.48,2.31349,2.29683
50.49,2.31328,2.29709
50.5,2.3119,2.29932
50.51,2.3214,2.29844
50.52,2.32796,2.29147
50.53,2.32106,2.30049
50.54,2.31059,2.29446
50.55,2.31422,2.29927
50.56,2.3115,2.29309
50.57,2.30696,2.2939
50.58,2.30955,2.29586
50.59,2.30509,2.29538
50.6,2.30048,2.29586
50.61,2.30522,2.28741
50.62,2.30692,2.29517
50.63,2.30715,2.28907
50.64,2.30074,2.30486
50.65,2.30747,2.28746
50.66,2.30627,2.28309
50.67,2.30906,2.29424
50.68,2.30585,2.28583
50.69,2.30761,2.29222
50.7,2.31137,2.29957
50.71,2.3055,2.29768
50.72,2.31503,2.2923
50.73,2.31452,2.29587
50.74,2.30698,2.30573
50.75,2.31328,2.29768
50.76,2.31026,2.29845
50.77,2.30399,2.29516
50.78,2.31361,2.30048
50.79,2.30925,2.2978
50.8,2.31253,2.29645
50.81,2.30398,2.30794
50.82,2.30521,2.29823
50.83,2.31068,2.30658
50.84,2.30744,2.30246
50.85,2.30696,2.30195
50.86,2.30829,2.30201
50.87,2.29891,2.30368
50.88,2.2999,2.30124
50.89,2.30501,2.29622
50.9,2.30563,2.2955
50.91,2.29369,2.29503
50.92,2.30049,2.28731
50.93,2.30437,2.29695
50.94,2.30012,2.28605
50.95,2.30468,2.29174
50.96,2.30584,2.29547
50.97,2.30244,2.2889
50.98,2.29498,2.28563
50.99,2.30631,2.29112
51.0,2.29837,2.2949
51.01,2.29348,2.2922
51.02,2.29782,2.29517
51.03,2.30365,2.29755
51.04,2.29558,2.29924
51.05,2.29858,2.30054
51.06,2.30375,2.29151
51.07,2.29866,2.29452
51.08,2.29764,2.29343
51.09,2.29998,2.29294
51.1,2.29698,2.28553
51.11,2.29975,2.29165
51.12,2.30091,2.29093
51.13,2.30238,2.2994
51.14,2.30102,2.28978
51.15,2.30369,2.29165
51.16,2.29911,2.28938
51.17,2.30255,2.29267
51.18,2.30178,2.2945
51.19,2.30421,2.28397
51.2,2.30651,2.29278
51.21,2.30141,2.28959
51.22,2.30036,2.2883
51.23,2.30208,2.29134
51.24,2.30425,2.28813
51.25,2.30123,2.28394
51.26,2.30177,2.2925
51.27,2.30146,2.2996
51.28,2.29882,2.29216
51.29,2.29711,2.29307
51.3,2.29021,2.29047
51.31,2.30375,2.2978
51.32,2.3046,2.29508
51.33,2.3048,2.29016
51.34,2.30856,2.29593
51.35,2.30494,2.30199
51.36,2.29728,2.29018
51.37,2.29564,2.29716
51.38,2.30882,2.29387
51.39,2.29958,2.29028
51.4,2.30699,2.28435
51.41,2.30877,2.29152
51.42,2.30859,2.29279
51.43,2.30269,2.28684
51.44,2.30032,2.29543
51.45,2.29691,2.28552
51.46,2.29713,2.29086
51.47,2.30066,2.29187
51.48,2.29943,2.28913
51.49,2.29707,2.29375
51.5,2.30778,2.28565
51.51,2.2994,2.28207
51.52,2.30151,2.29453
51.53,2.30832,2.28399
51.54,2.3005,2.27879
51.55,2.29797,2.28444
51.56,2.29948,2.2862
51.57,2.29545,2.287
51.58,2.30046,2.29662
51.59,2.30616,2.29162
51.6,2.30734,2.28456
51.61,2.31245,2.28736
51.62,2.30806,2.29951
51.63,2.311,2.29953
51.64,2.31877,2.29999
51.65,2.31118,2.30364
51.66,2.30613,2.30011
51.67,2.31067,2.30095
51.68,2.29928,2.28797
51.69,2.3065,2.28958
51.7,2.30554,2.29767
51.71,2.29703,2.30336
51.72,2.30187,2.29477
51.73,2.30612,2.28736
51.74,2.30467,2.29193
51.75,2.30184,2.29249
51.76,2.30293,2.29341
51.77,2.29925,2.29627
51.78,2.29941,2.29128
51.79,2.30086,2.28993
51.8,2.30591,2.28993
51.81,2.30165,2.29652
51.82,2.30414,2.29258
51.83,2.30116,2.29476
51.84,2.30494,2.30106
51.85,2.30677,2.28964
51.86,2.29769,2.28666
51.87,2.30008,2.28816
51.88,2.30639,2.28939
51.89,2.30095,2.29363
51.9,2.30286,2.28878
51.91,2.30635,2.28612
51.92,2.30219,2.29185
51.93,2.30418,2.29848
51.94,2.30217,2.29563
51.95,2.29765,2.30061
51.96,2.30162,2.29634
51.97,2.30381,2.29558
51.98,2.29927,2.29233
51.99,2.30999,2.29268
52.0,2.30702,2.29784
52.01,2.30899,2.29518
52.02,2.3026,2.29236
52.03,2.31104,2.2921
52.04,2.31525,2.29431
52.05,2.30488,2.29404
52.06,2.30403,2.2922
52.07,2.30329,2.2976
52.08,2.3013,2.29226
52.09,2.30173,2.29093
52.1,2.30025,2.28701
52.11,2.31004,2.29135
52.12,2.29801,2.28753
52.13,2.30104,2.28323
52.14,2.30749,2.28632
52.15,2.30729,2.28598
52.16,2.30905,2.29439
52.17,2.31002,2.28018
52.18,2.302,2.28645
52.19,2.30363,2.2869
52.2,2.30869,2.29736
52.21,2.31761,2.28906
52.22,2.30415,2.29744
52.23,2.30964,2.29417
52.24,2.30747,2.28549
52.25,2.3086,2.29485
52.26,2.30403,2.29374
52.27,2.30328,2.29999
52.28,2.30029,2.28363
52.29,2.30282,2.28997
52.3,2.30664,2.28988
52.31,2.30628,2.28854
52.32,2.29725,2.28797
52.33,2.3031,2.28429
52.34,2.30489,2.28961
52.35,2.30896,2.29479
52.36,2.30212,2.29328
52.37,2.30886,2.28219
52.38,2.30479,2.29355
52.39,2.30291,2.29445
52.4,2.30545,2.29856
52.41,2.29586,2.28959
52.42,2.3027,2.29256
52.43,2.30399,2.28582
52.44,2.30207,2.29286
52.45,2.3008,2.28993
52.46,2.30164,2.29176
52.47,2.29768,2.30095
52.48,2.29981,2.29462
52.49,2.30456,2.28971
52.5,2.29391,2.29247
52.51,2.29794,2.29107
52.52,2.30462,2.29123
52.53,2.3008,2.28404
52.54,2.2984,2.29239
52.55,2.31229,2.28707
52.56,2.30372,2.2873
52.57,2.30942,2.28495
52.58,2.29625,2.27997
52.59,2.30538,2.2899
52.6,2.30546,2.28854
52.61,2.3124,2.28403
52.62,2.30885,2.29472
52.63,2.309,2.28578
52.64,2.3076,2.28584
52.65,2.30674,2.29038
52.66,2.30015,2.28423
52.67,2.30107,2.28792
52.68,2.30035,2.2785
52.69,2.29837,2.28673
52.7,2.30054,2.28601
52.71,2.2938,2.29099
52.72,2.30611,2.29428
52.73,2.29741,2.2872
52.74,2.30109,2.28894
52.75,2.29269,2.28817
52.76,2.29665,2.28574
52.77,2.29781,2.28509
52.78,2.30086,2.29029
52.79,2.29787,2.28368
52.8,2.29617,2.28797
52.81,2.29555,2.2879
52.82,2.29929,2.29068
52.83,2.30102,2.29196
52.84,2.29997,2.2902
52.85,2.29973,2.28859
52.86,2.30188,2.28915
52.87,2.29989,2.28578
52.88,2.29501,2.28794
52.89,2.30202,2.28797
52.9,2.2968,2.28284
52.91,2.29465,2.27856
52.92,2.30151,2.28509
52.93,2.29906,2.28308
52.94,2.29882,2.27969
52.95,2.30321,2.28353
52.96,2.30309,2.27849
52.97,2.30326,2.27717
52.98,2.29841,2.2845
52.99,2.30127,2.28498
53.0,2.29906,2.2818
53.01,2.30257,2.2834
53.02,2.30063,2.28278
53.03,2.29806,2.2787
53.04,2.30097,2.27243
53.05,2.30009,2.28475
53.06,2.30054,2.27727
53.07,2.30554,2.27969
53.08,2.29098,2.27893
53.09,2.29747,2.27976
53.1,2.29868,2.27873
53.11,2.29441,2.28237
53.12,2.29127,2.28195
53.13,2.29918,2.27296
53.14,2.30007,2.27992
53.15,2.28991,2.2743
53.16,2.30038,2.28855
53.17,2.29729,2.27857
53.18,2.30044,2.28082
53.19,2.30391,2.27952
53.2,2.30297,2.27283
53.21,2.31036,2.27965
53.22,2.30408,2.28365
53.23,2.31118,2.27721
53.24,2.30624,2.27785
53.25,2.30641,2.27832
53.26,2.30611,2.27932
53.27,2.30581,2.28105
53.28,2.30685,2.2828
53.29,2.30587,2.27075
53.3,2.30013,2.27846
53.31,2.3036,2.28429
53.32,2.30798,2.28099
53.33,2.3047,2.28695
53.34,2.29684,2.27435
53.35,2.30601,2.28273
53.36,2.29821,2.28002
53.37,2.28939,2.28806
53.38,2.29472,2.27984
53.39,2.297,2.2794
53.4,2.30108,2.2774
53.41,2.30149,2.28576
53.42,2.30354,2.2823
53.43,2.29971,2.28884
53.44,2.30101,2.28631
53.45,2.30349,2.28638
53.46,2.29854,2.28854
53.47,2.29969,2.28938
53.48,2.30515,2.28271
53.49,2.30577,2.28682
53.5,2.30237,2.28849
53.51,2.29944,2.28684
53.52,2.29549,2.28585
53.53,2.29812,2.28673
53.54,2.30317,2.28531
53.55,2.29417,2.28901
53.56,2.29834,2.27892
53.57,2.29872,2.28919
53.58,2.2969,2.28157
53.59,2.30245,2.2933
53.6,2.29395,2.28115
53.61,2.29441,2.27994
53.62,2.29672,2.2883
53.63,2.29815,2.28486
53.64,2.30033,2.28039
53.65,2.30418,2.29132
53.66,2.29715,2.2863
53.67,2.29989,2.28476
53.68,2.30868,2.29347
53.69,2.3046,2.28888
53.7,2.31093,2.2849
53.71,2.30561,2.28352
53.72,2.30343,2.27768
53.73,2.30058,2.28545
53.74,2.3126,2.28575
53.75,2.30528,2.27794
53.76,2.30556,2.28847
53.77,2.32001,2.28424
53.78,2.31755,2.28672
53.79,2.31568,2.28353
53.8,2.32174,2.2837
53.81,2.31895,2.28152
53.82,2.31706,2.2923
53.83,2.31327,2.28745
53.84,2.30958,2.28306
53.85,2.30746,2.28614
53.86,2.30884,2.2793
53.87,2.30373,2.29071
53.88,2.30475,2.2917
53.89,2.30439,2.28826
53.9,2.31599,2.28814
53.91,2.30602,2.28349
53.92,2.30509,2.29401
53.93,2.30181,2.28164
53.94,2.29609,2.28883
53.95,2.29445,2.28915
53.96,2.30452,2.2851
53.97,2.307,2.28276
53.98,2.31203,2.28129
53.99,2.30674,2.27853
54.0,2.2985,2.28043
54.01,2.304,2.28617
54.02,2.30254,2.28625
54.03,2.30265,2.29
54.04,2.29765,2.29109
54.05,2.29805,2.2964
54.06,2.30105,2.2925
54.07,2.30021,2.2862
54.08,2.30659,2.29054
54.09,2.30378,2.28482
54.1,2.30612,2.2934
54.11,2.30351,2.29354
54.12,2.30828,2.28706
54.13,2.30122,2.29256
54.14,2.31187,2.30138
54.15,2.30854,2.29128
54.16,2.30101,2.29257
54.17,2.30508,2.28421
54.18,2.30306,2.29047
54.19,2.30571,2.28484
54.2,2.30638,2.27873
54.21,2.30498,2.28779
54.22,2.30126,2.2842
54.23,2.30677,2.27361
54.24,2.30939,2.29356
54.25,2.30387,2.29135
54.26,2.30187,2.28721
54.27,2.30876,2.28421
54.28,2.30295,2.28028
54.29,2.30775,2.28517
54.3,2.30881,2.28194
54.31,2.30953,2.28056
54.32,2.31076,2.27978
54.33,2.30782,2.28296
54.34,2.30214,2.28259
54.35,2.3029,2.28956
54.36,2.30173,2.27812
54.37,2.30393,2.28246
54.38,2.30108,2.28466
54.39,2.30002,2.28173
54.4,2.30654,2.27732
54.41,2.30097,2.28369
54.42,2.29967,2.29133
54.43,2.30031,2.2836
54.44,2.2991,2.29159
54.45,2.31245,2.27874
54.46,2.30775,2.28155
54.47,2.30492,2.28308
54.48,2.31186,2.28253
54.49,2.30884,2.28793
54.5,2.2985,2.29237
54.51,2.29951,2.29195
54.52,2.2963,2.2909
54.53,2.29984,2.29151
54.54,2.29766,2.28892
54.55,2.30427,2.29432
54.56,2.30458,2.29223
54.57,2.31232,2.28317
54.58,2.30178,2.28783
54.59,2.30517,2.29039
54.6,2.30422,2.29195
54.61,2.30393,2.28859
54.62,2.30302,2.2832
54.63,2.30001,2.28947
54.64,2.296,2.28329
54.65,2.30366,2.29012
54.66,2.29743,2.29293
54.67,2.30606,2.27588
54.68,2.31205,2.27969
54.69,2.30823,2.28833
54.7,2.30535,2.28673
54.71,2.30646,2.28014
54.72,2.31007,2.2826
54.73,2.30538,2.29494
54.74,2.30513,2.28858
54.75,2.306,2.2866
54.76,2.31273,2.2785
54.77,2.31046,2.28566
54.78,2.30552,2.28268
54.79,2.30341,2.28587
54.8,2.30305,2.27673
54.81,2.30182,2.2844
54.82,2.29711,2.28518
54.83,2.30388,2.27956
54.84,2.30615,2.28701
54.85,2.30742,2.27364
54.86,2.31249,2.28045
54.87,2.30628,2.28709
54.88,2.30536,2.28432
54.89,2.30953,2.28298
54.9,2.30558,2.27447
54.91,2.30547,2.28588
54.92,2.29739,2.28719
54.93,2.29611,2.27303
54.94,2.30859,2.27961
54.95,2.30581,2.27839
54.96,2.30714,2.28651
54.97,2.31313,2.28339
54.98,2.30665,2.28817
54.99,2.30408,2.27378
55.0,2.30482,2.2832
55.01,2.30107,2.28829
55.02,2.30591,2.28943
55.03,2.30436,2.28292
55.04,2.3002,2.28431
55.05,2.30815,2.28086
55.06,2.31089,2.28336
55.07,2.3054,2.29021
55.08,2.30588,2.28369
55.09,2.31169,2.28077
55.1,2.30847,2.27965
55.11,2.30376,2.28103
55.12,2.30992,2.28097
55.13,2.30206,2.28208
55.14,2.30609,2.28676
55.15,2.30819,2.27522
55.16,2.30703,2.28476
55.17,2.29839,2.28293
55.18,2.30235,2.27611
55.19,2.30175,2.27707
55.2,2.3084,2.27415
55.21,2.29722,2.28142
55.22,2.30919,2.27557
55.23,2.29755,2.28112
55.24,2.29864,2.28566
55.25,2.30607,2.28736
55.26,2.3111,2.28838
55.27,2.31105,2.28221
55.28,2.30633,2.27961
55.29,2.30739,2.28287
55.3,2.30877,2.28658
55.31,2.31093,2.28372
55.32,2.31251,2.28177
55.33,2.31726,2.28097
55.34,2.31459,2.28074
55.35,2.31785,2.28972
55.36,2.31009,2.2825
55.37,2.30788,2.28391
55.38,2.3071,2.28503
55.39,2.30152,2.28338
55.4,2.30761,2.28437
55.41,2.30128,2.27529
55.42,2.30502,2.28119
55.43,2.30643,2.28313
55.44,2.31276,2.2806
55.45,2.30296,2.28573
55.46,2.30038,2.28501
55.47,2.30135,2.287
55.48,2.31001,2.28482
55.49,2.30755,2.29237
55.5,2.30652,2.29651
55.51,2.30705,2.28392
55.52,2.3093,2.29
55.53,2.30779,2.28449
55.54,2.31102,2.28475
55.55,2.30852,2.28848
55.56,2.30491,2.28356
55.57,2.29789,2.29248
55.58,2.30736,2.28441
55.59,2.3056,2.28106
55.6,2.3055,2.28082
55.61,2.31069,2.2867
55.62,2.30845,2.28678
55.63,2.32523,2.2829
55.64,2.314,2.28764
55.65,2.31135,2.29587
55.66,2.31906,2.29979
55.67,2.30888,2.29271
55.68,2.3117,2.28017
55.69,2.31452,2.28523
55.7,2.30496,2.28398
55.71,2.31086,2.2815
55.72,2.31459,2.28058
55.73,2.3147,2.28335
55.74,2.31225,2.2856
55.75,2.30896,2.28263
55.76,2.30659,2.28324
55.77,2.31337,2.27692
55.78,2.3079,2.28546
55.79,2.31455,2.28942
55.8,2.3159,2.28647
55.81,2.3114,2.29085
55.82,2.3112,2.28341
55.83,2.30892,2.28277
55.84,2.311,2.27762
55.85,2.30328,2.28712
55.86,2.30845,2.28895
55.87,2.30725,2.28531
55.88,2.30533,2.2889
55.89,2.29926,2.27991
55.9,2.30428,2.28414
55.91,2.30564,2.28215
55.92,2.31029,2.28138
55.93,2.29969,2.28382
55.94,2.30771,2.29066
55.95,2.2961,2.27984
55.96,2.30568,2.28667
55.97,2.29877,2.27711
55.98,2.29163,2.27217
55.99,2.29691,2.28401
56.0,2.30295,2.28694
56.01,2.30306,2.28274
56.02,2.30887,2.28039
56.03,2.32071,2.27723
56.04,2.318,2.28551
56.05,2.30769,2.28177
56.06,2.31541,2.28105
56.07,2.30314,2.2805
56.08,2.30838,2.28391
56.09,2.30021,2.29
56.1,2.30641,2.2785
56.11,2.30301,2.282
56.12,2.29765,2.28322
56.13,2.30574,2.2882
56.14,2.30662,2.28352
56.15,2.30901,2.28212
56.16,2.30447,2.28526
56.17,2.29868,2.28898
56.18,2.29937,2.2919
56.19,2.30192,2.28404
56.2,2.30623,2.28624
56.21,2.30063,2.2921
56.22,2.30723,2.28279
56.23,2.30265,2.28401
56.24,2.30412,2.28314
56.25,2.30609,2.28551
56.26,2.30747,2.28535
56.27,2.30869,2.27934
56.28,2.30777,2.27835
56.29,2.31897,2.27638
56.3,2.30709,2.27964
56.31,2.3047,2.28225
56.32,2.30596,2.28444
56.33,2.30686,2.2865
56.34,2.3058,2.28546
56.35,2.30044,2.27536
56.36,2.30977,2.28446
56.37,2.31134,2.28502
56.38,2.30767,2.28827
56.39,2.30059,2.28541
56.4,2.30348,2.28488
56.41,2.30044,2.28867
56.42,2.29652,2.28764
56.43,2.30552,2.27851
56.44,2.29996,2.28523
56.45,2.29857,2.28502
56.46,2.29647,2.28515
56.47,2.29426,2.28207
56.48,2.2985,2.28593
56.49,2.2996,2.28543
56.5,2.30507,2.28465
56.51,2.30811,2.28602
56.52,2.30036,2.29542
56.53,2.30452,2.28951
56.54,2.30259,2.2838
56.55,2.29761,2.28934
56.56,2.29274,2.28525
56.57,2.29213,2.28842
56.58,2.30177,2.28752
56.59,2.2941,2.27992
56.6,2.30375,2.28052
56.61,2.29306,2.28397
56.62,2.29859,2.28311
56.63,2.30563,2.2766
56.64,2.30319,2.28613
56.65,2.30768,2.27723
56.66,2.30189,2.29676
56.67,2.29528,2.28448
56.68,2.29686,2.28542
56.69,2.29377,2.29166
56.7,2.29422,2.28083
56.71,2.30228,2.28175
56.72,2.30827,2.28044
56.73,2.30773,2.28291
56.74,2.30142,2.28392
56.75,2.29455,2.2833
56.76,2.30159,2.27673
56.77,2.29048,2.2789
56.78,2.29439,2.28674
56.79,2.29793,2.28227
56.8,2.29905,2.28095
56.81,2.30844,2.27778
56.82,2.29459,2.28375
56.83,2.30622,2.29161
56.84,2.3034,2.27602
56.85,2.30724,2.27879
56.86,2.30089,2.28353
56.87,2.29672,2.28174
56.88,2.29547,2.27872
56.89,2.30542,2.2782
56.9,2.29588,2.27927
56.91,2.28811,2.28675
56.92,2.29824,2.28703
56.93,2.29229,2.27568
56.94,2.30148,2.28624
56.95,2.3056,2.28258
56.96,2.30704,2.27717
56.97,2.31675,2.28925
56.98,2.31058,2.28176
56.99,2.30782,2.28138
57.0,2.30389,2.28552
57.01,2.29834,2.27903
57.02,2.29818,2.27871
57.03,2.29251,2.28095
57.04,2.29862,2.28549
57.05,2.30352,2.27865
57.06,2.29848,2.2772
57.07,2.29219,2.2849
57.08,2.29562,2.27806
57.09,2.29907,2.28335
57.1,2.29782,2.281
57.11,2.30092,2.27716
57.12,2.29911,2.28053
57.13,2.30133,2.28589
57.14,2.30719,2.29003
57.15,2.30726,2.28663
57.16,2.30256,2.28547
57.17,2.29992,2.28135
57.18,2.29404,2.28483
57.19,2.28671,2.28189
57.2,2.29148,2.28509
57.21,2.29719,2.28766
57.22,2.30718,2.28171
57.23,2.30666,2.28169
57.24,2.30062,2.27881
57.25,2.30514,2.28192
57.26,2.29801,2.2768
57.27,2.29932,2.28767
57.28,2.30261,2.29161
57.29,2.29638,2.28629
57.3,2.29529,2.28612
57.31,2.29701,2.28454
57.32,2.29774,2.27539
57.33,2.30174,2.28319
57.34,2.29583,2.27997
57.35,2.29976,2.27941
57.36,2.30631,2.27362
57.37,2.30148,2.28889
57.38,2.29968,2.2823
57.39,2.30406,2.29007
57.4,2.30227,2.28675
57.41,2.30531,2.29094
57.42,2.30503,2.29054
57.43,2.30273,2.28753
57.44,2.30085,2.28314
57.45,2.30161,2.28849
57.46,2.30139,2.29355
57.47,2.29808,2.28807
57.48,2.29886,2.29165
57.49,2.30238,2.2808
57.5,2.29722,2.28064
57.51,2.29475,2.28153
57.52,2.29313,2.28506
57.53,2.29098,2.28498
57.54,2.29185,2.28873
57.55,2.29311,2.2837
57.56,2.29706,2.28373
57.57,2.30271,2.28119
57.58,2.30102,2.28543
57.59,2.30777,2.2851
57.6,2.30034,2.27595
57.61,2.30239,2.2825
57.62,2.30283,2.27605
57.63,2.30134,2.28167
57.64,2.29171,2.27919
57.65,2.29571,2.28263
57.66,2.29391,2.28116
57.67,2.28435,2.28615
57.68,2.29396,2.2865
57.69,2.29043,2.28954
57.7,2.29241,2.28435
57.71,2.28699,2.29053
57.72,2.29727,2.2837
57.73,2.2982,2.28355
57.74,2.3046,2.28509
57.75,2.29914,2.28427
57.76,2.30504,2.29074
57.77,2.29991,2.29157
57.78,2.29512,2.28516
57.79,2.29263,2.28531
57.8,2.29564,2.28801
57.81,2.29934,2.2869
57.82,2.30534,2.30472
57.83,2.29802,2.29478
57.84,2.29877,2.29037
57.85,2.29515,2.30226
57.86,2.30063,2.29686
57.87,2.29547,2.29144
57.88,2.29779,2.29132
57.89,2.29742,2.29322
57.9,2.29426,2.30112
57.91,2.30011,2.29548
57.92,2.29268,2.29075
57.93,2.28963,2.30206
57.94,2.29353,2.29212
57.95,2.29402,2.29039
57.96,2.29636,2.29872
57.97,2.29042,2.29153
57.98,2.2963,2.28792
57.99,2.30409,2.2902
58.0,2.30013,2.29085
58.01,2.29873,2.28767
58.02,2.30053,2.29184
58.03,2.30043,2.29432
58.04,2.29904,2.29662
58.05,2.29541,2.29143
58.06,2.30068,2.29439
58.07,2.29944,2.28535
58.08,2.30081,2.28936
58.09,2.29946,2.28867
58.1,2.30428,2.28752
58.11,2.30454,2.28698
58.12,2.30134,2.28594
58.13,2.30187,2.29335
58.14,2.29266,2.28664
58.15,2.30617,2.29093
58.16,2.30679,2.28315
58.17,2.30731,2.28953
58.18,2.30567,2.27971
58.19,2.30829,2.28534
58.2,2.30574,2.28493
58.21,2.2965,2.28593
58.22,2.30442,2.29248
58.23,2.30066,2.28638
58.24,2.30096,2.28997
58.25,2.30149,2.29148
58.26,2.30577,2.28295
58.27,2.31249,2.28986
58.28,2.30976,2.28224
58.29,2.30537,2.29345
58.3,2.30992,2.28484
58.31,2.31115,2.29209
58.32,2.30412,2.28897
58.33,2.31067,2.30407
58.34,2.3051,2.30205
58.35,2.30472,2.28871
58.36,2.30209,2.2924
58.37,2.30677,2.29018
58.38,2.31093,2.29086
58.39,2.30347,2.28023
58.4,2.30007,2.28004
58.41,2.30597,2.29422
58.42,2.31024,2.28013
58.43,2.30998,2.28309
58.44,2.31097,2.27516
58.45,2.30774,2.28864
58.46,2.30537,2.28758
58.47,2.30612,2.29646
58.48,2.29755,2.28828
58.49,2.29768,2.28435
58.5,2.29817,2.28812
58.51,2.29841,2.29053
58.52,2.29707,2.28471
58.53,2.30426,2.29002
58.54,2.29433,2.28763
58.55,2.29991,2.28671
58.56,2.29328,2.29131
58.57,2.2981,2.2872
58.58,2.2908,2.29387
58.59,2.29915,2.29129
58.6,2.30163,2.28741
58.61,2.30755,2.28455
