FOLDER,LIGAND_ENTRY,TOTAL_SCORE,smiles
file2,A341_entry_00027_conf_01,-108.177,Cc1ccc([C@H](Cn2ccnc2)OCc2ccccc2Cl)cc1
file1,A293_entry_00293_conf_01,-108.169,Clc1ccc([C@@H](CCn2ccnc2)OCc2ccccc2)cc1
file18,A5590_entry_00252_conf_01,-108.161,CC(C)[C@H](c1ccc(Cc2cc(c3cccnc3N)on2)cc1)N(C)C
file6,A1609_entry_00039_conf_01,-108.136,CCN(CC)CCOC(=O)c1ccoc1c1ccccc1
file3,A704_entry_00076_conf_01,-108.103,Cc1ccc(O[C@H](Cn2ccnc2)c2ccc(C)cc2Cl)cc1
file19,A5956_entry_00304_conf_01,-108.081,CCCCCCCCN[C@@H](C)[C@@H](O)c1ccc(OC)cc1
file10,A3083_entry_00257_conf_01,-108.077,CC(C)c1ccc([C@@H](Cn2ccnc2)OCc2ccccc2)cc1
file11,A3344_entry_00204_conf_01,-108.053,COc1ccccc1O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1
file2,A337_entry_00023_conf_01,-108.044,CC(=O)c1ccc([C@@H](Cn2ccnc2)OCc2ccc(C)cc2)cc1
file12,A3540_entry_00086_conf_01,-108.023,C[C@@H](N1CCN(Cc2cccc(Cl)c2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file11,A3369_entry_00229_conf_01,-107.998,COc1ccc(OC)c([C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1
file2,A451_entry_00137_conf_01,-107.973,CC(=O)[C@@H](c1ccccc1OCc1cccc(F)c1)n1ccnc1
file2,A371_entry_00057_conf_01,-107.967,Clc1ccc([C@@H](COCc2ccccc2)Cn2ccnc2)cc1
file2,A379_entry_00065_conf_01,-107.947,Clc1ccc(CO[C@@H](CCn2ccnc2)c2ccccc2)cc1
file10,A3115_entry_00289_conf_01,-107.938,COCc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(F)cc2Cl)cc1
file6,A1730_entry_00160_conf_01,-107.929,CCN(CC)CCNS(=O)(=O)c1cccc(c2ccccc2)c1O
file7,A1948_entry_00064_conf_01,-107.927,CCCn1c(=N)n(Cc2ccc(Cl)cc2)c2ccccc12
file1,A308_entry_00308_conf_01,-107.913,CCc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(C)cc2)cc1
file9,A2606_entry_00094_conf_01,-107.912,CN(C)c1nc2ccc(OCCCN3CCC(CO)CC3)cc2s1
file12,A3502_entry_00048_conf_01,-107.882,C[C@H](N1CCN(C2CCCCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file11,A3180_entry_00040_conf_01,-107.876,CN(Cc1ccccc1)Cc1ccc(c2ccccc2)cc1
file6,A1637_entry_00067_conf_01,-107.842,CCN(CC)CCCC(=O)c1ccc(c2ccccc2)cc1O
file12,A3510_entry_00056_conf_01,-107.839,C[C@@H](N1CC[C@](C)(C(=O)N2CCCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file11,A3331_entry_00191_conf_01,-107.828,Clc1ccc(CC[C@H](Cn2ccnc2)Oc2cccnc2)cc1
file12,A3658_entry_00204_conf_01,-107.815,C[C@@H](N1CC[C@@H](n2cc(C#N)cn2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file12,A3752_entry_00298_conf_01,-107.79,C[C@@H](N1CC[C@@](C)(C(=O)NS(=O)(=O)C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file9,A2545_entry_00033_conf_01,-107.779,CN(C/C=C/c1ccccc1)Cc1cccc2c1OCCC2
file15,A4469_entry_00073_conf_01,-107.756,CN(C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F)C1CCCCC1
file10,A3128_entry_00302_conf_01,-107.751,Clc1ccc([C@@H](Cn2ccnc2)SCCN2CCCC2)c(Cl)c1
file20,A6225_entry_00259_conf_01,-107.731,CCCCCCCCN[C@H](C)[C@H](O)c1ccc2nc(C)ccc2c1
file1,A49_entry_00049_conf_01,-107.722,Fc1ccc(CO[C@@H](CCn2ccnc2)c2ccc(F)cc2F)cc1
file11,A3260_entry_00120_conf_01,-107.717,CN(Cc1cc(Br)cnc1O)Cc1cccc2ccccc12
file1,A250_entry_00250_conf_01,-107.706,Fc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(F)cc2)cc1
file1,A287_entry_00287_conf_01,-107.696,CC(C)c1ccc([C@H](Cn2ccnc2)OCc2ccccc2)cc1
file10,A3078_entry_00252_conf_01,-107.685,Clc1ccc([C@@H](Cn2ccnc2)OCCOCc2ccccc2)cc1
file11,A3242_entry_00102_conf_01,-107.685,CN(Cc1ccc(C(C)(C)C)cc1)Cc1ccccc1F
file7,A1920_entry_00036_conf_01,-107.674,CCCCc1nc2ccccc2n1Cc1ccc(C)cc1
file6,A1644_entry_00074_conf_01,-107.672,CCCN(CCC)CCOC(=O)c1ccsc1c1ccccc1
file11,A3168_entry_00028_conf_01,-107.661,CN(Cc1ccc(F)cc1)Cc1ccnc2ccccc12
file16,A4733_entry_00023_conf_01,-107.658,CN(CCCC(=O)C(C)(C)C)Cc1cccc2ccccc12
file15,A4461_entry_00065_conf_01,-107.655,O[C@@](CN1CC[C@H](c2ccccc2)CC1)(Cn1cncn1)c1ccc(F)cc1F
file7,A2049_entry_00165_conf_01,-107.639,C[C@@H]1CS[C@@H](Cn2ccnc2)[C@@H]1OCc1c(F)cccc1F
file3,A885_entry_00257_conf_01,-107.595,CC(=O)OC(C)(C)c1ccc(C[C@H](C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
file6,A1666_entry_00096_conf_01,-107.547,CCN(CC)CCOC(=O)c1ccc(c2ccc(C)cc2)cc1O
file12,A3596_entry_00142_conf_01,-107.534,C[C@@H](N1CCN(Cc2ccc(F)cc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file12,A3652_entry_00198_conf_01,-107.516,C[C@@H](N1CCc2cc(Br)ccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file7,A2120_entry_00236_conf_01,-107.487,Cc1cn(C[C@H](O[C@@H](C)Cn2ccnc2)c2ccc(Cl)cc2Cl)cn1
file3,A933_entry_00305_conf_01,-107.465,CC[C@@H](Cc1ccc(C(=O)CC(C)(C)C)cc1)N1C[C@@H](C)O[C@@H](C)C1
file15,A4441_entry_00045_conf_01,-107.462,O[C@@](CNCCc1cccs1)(Cn1cncn1)c1ccc(F)cc1F
file15,A4681_entry_00285_conf_01,-107.454,CN(CC#CC(C)(C)O)Cc1cccc2ccccc12
file4,A1195_entry_00253_conf_01,-107.445,CCOC(=O)CCC(=O)c1cncn1[C@H]1CCCc2ccccc12
file11,A3333_entry_00193_conf_01,-107.44,N#Cc1cccc([C@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1
file6,A1703_entry_00133_conf_01,-107.43,CCN(CC)CCOC(=O)c1c(C)oc(c2ccccc2)c1O
file11,A3226_entry_00086_conf_01,-107.422,CN(Cc1ccc(F)cc1)Cc1cncc2ccccc12
file17,A5103_entry_00079_conf_01,-107.411,CC[C@H](Oc1ccc(Cl)cc1)C(=O)[C@H](CC(C)C)n1ccnc1
file2,A348_entry_00034_conf_01,-107.38,CCc1ccc(O[C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file8,A2292_entry_00094_conf_01,-107.374,CC(C)c1ccc([C@H](Cn2ccnc2)c2ccc(F)cc2)cc1
file3,A772_entry_00144_conf_01,-107.372,CCC(C)(C)c1ccc(CC(=O)N2C[C@@H](C)O[C@H](C)C2)cc1
file11,A3376_entry_00236_conf_01,-107.365,Cc1cccc(S[C@H](CCc2ccccc2)Cn2ccnc2)c1
file11,A3196_entry_00056_conf_01,-107.364,COc1cccc(CN(C)Cc2ccc3ccccc3c2)c1
file2,A326_entry_00012_conf_01,-107.363,OCCCCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file7,A1933_entry_00049_conf_01,-107.356,CC(=O)CCc1nc2ccccc2n1Cc1ccc(Cl)cc1
file12,A3479_entry_00025_conf_01,-107.355,CCCCC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file10,A3088_entry_00262_conf_01,-107.353,CCc1ccc([C@H](Cn2ccnc2)OCc2ccccc2)cc1
file9,A2597_entry_00085_conf_01,-107.348,CC(C)CN(C/C=C/c1ccccc1)Cc1ccccc1
file3,A884_entry_00256_conf_01,-107.33,CCC(C)(C)c1ccc(C[C@@H](C)CN2C[C@@H](CO)O[C@H](C)C2)cc1
file10,A3107_entry_00281_conf_01,-107.329,Clc1ccc(C[C@@H](Cn2ccnc2)Oc2ccc(Cl)cc2)cc1
file14,A4395_entry_00313_conf_01,-107.326,COCCc1cnc([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)c(C)c1
file7,A1938_entry_00054_conf_01,-107.316,Cc1nc2ccccc2n1CCCCOc1ccc(Cl)cc1
file7,A1887_entry_00003_conf_01,-107.315,CCC[C@H](C(=O)[C@H](Cn1ccnc1)Oc1ccc(F)cc1Cl)C(C)C
file11,A3203_entry_00063_conf_01,-107.313,CN(Cc1ccc(Br)cc1)Cc1cccc2ccncc12
file9,A2550_entry_00038_conf_01,-107.312,CN(Cc1ccsc1)Cc1cccc2ccccc12
file10,A3125_entry_00299_conf_01,-107.295,COc1ccc([C@H](Cn2ccnc2)OCc2ccc(Cl)cc2)cc1
file6,A1852_entry_00282_conf_01,-107.294,CSCC[C@H](Oc1ccc(Cl)cc1Cl)C(=O)C(C)(C)Cn1ccnc1
file16,A4781_entry_00071_conf_01,-107.286,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)Cc1ccc(O)cc1
file11,A3176_entry_00036_conf_01,-107.277,CN(Cc1ccc2ccccc2c1)Cc1ccccc1C#N
file15,A4487_entry_00091_conf_01,-107.276,OC[C@H]1CCN(C[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file14,A4370_entry_00288_conf_01,-107.262,COc1ccc(CS[C@@H](Cn2ccnc2)c2ccccc2)cc1
file4,A1136_entry_00194_conf_01,-107.257,CCCCN(C(=O)c1cncn1[C@H]1CCCc2ccccc12)C1CC1
file11,A3359_entry_00219_conf_01,-107.229,Clc1ccc(CC[C@H](Cn2ccnc2)Oc2ccccc2)cc1
file15,A4672_entry_00276_conf_01,-107.225,Cc1ccc([C@@H](Cn2ccnc2)OCc2ccccc2)c(Cl)c1
file12,A3512_entry_00058_conf_01,-107.215,C[C@@H](N1CCN(C(=O)NC(C)(C)C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file19,A5958_entry_00306_conf_01,-107.195,CCCCCCCCN[C@@H](C)[C@@H](O)c1ccc(OC)cc1
file2,A382_entry_00068_conf_01,-107.19,COc1cccc(OC[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)c1
file15,A4484_entry_00088_conf_01,-107.172,O[C@@](CNCCCn1ccnc1)(Cn1cncn1)c1ccc(F)cc1F
file11,A3217_entry_00077_conf_01,-107.161,CC(C)N(Cc1cccnc1)Cc1cccc2ccccc12
file10,A3140_entry_00314_conf_01,-107.146,CN(Cc1ccc(Cl)cc1)Cc1cccc2cccnc12
file20,A6002_entry_00036_conf_01,-107.127,CCCCCCCCN[C@H](C)[C@H](O)c1ccc2c(c1)CCS2
file6,A1682_entry_00112_conf_01,-107.127,CCN(CC)CCOC(=O)c1cc2ccccc2n1Cc1ccccc1
file12,A3531_entry_00077_conf_01,-107.119,C[C@H](N1CCN(C2CCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file8,A2487_entry_00289_conf_01,-107.081,CCN(C/C=C/c1ccccc1)Cc1ccccc1OC
file11,A3324_entry_00184_conf_01,-107.073,COc1ccc(OC)c([C@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1
file12,A3684_entry_00230_conf_01,-107.072,C[C@@H](N1CCN(Cc2ccccc2F)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file4,A1165_entry_00223_conf_01,-107.063,CCOC(=O)[C@H]1CCN(C(=O)c2cncn2[C@H]2CCCc3ccccc23)C1
file15,A4616_entry_00220_conf_01,-107.045,C[C@@](O)(c1ccccc1)c1ccc([C@@H](c2ccccc2)n2ccnc2)cc1
file11,A3148_entry_00008_conf_01,-107.029,CN(Cc1ccc(Cl)cc1)Cc1cccc2ccncc12
file7,A1960_entry_00076_conf_01,-107.012,Cc1nc2ccccc2n1C[C@H](O)COc1ccc(Cl)cc1
file11,A3163_entry_00023_conf_01,-106.983,CN(Cc1ccc(F)cc1)Cc1cccc2cccnc12
file1,A251_entry_00251_conf_01,-106.979,Cc1ccc([C@@H](Cn2ccnc2)OCc2ccc(Cl)cc2)cc1
file19,A5951_entry_00299_conf_01,-106.972,CCCCCCCCN[C@H](C)[C@H](O)c1ccc(Cl)cc1
file7,A2102_entry_00218_conf_01,-106.97,Clc1ccc([C@H](CCn2ccnc2)OCc2ccncc2)c(Cl)c1
file11,A3332_entry_00192_conf_01,-106.963,Clc1ccc(CC[C@@H](Cn2ccnc2)Sc2ccccn2)cc1
file11,A3400_entry_00260_conf_01,-106.961,CCN(CC)[C@@H](c1ccc(c2ccccc2)cc1)n1ccnc1
file11,A3170_entry_00030_conf_01,-106.955,CN(Cc1ccc(Br)cc1)Cc1cccc2cccnc12
file15,A4688_entry_00292_conf_01,-106.952,C[C@H](O)C/C=C/CN(C)Cc1cccc2ccccc12
file11,A3288_entry_00148_conf_01,-106.949,Clc1ccc(CC[C@@H](Cn2ccnc2)Oc2ccccc2)cc1
file6,A1803_entry_00233_conf_01,-106.933,CC(C)[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)C1(Cn2ccnc2)CC1
file15,A4527_entry_00131_conf_01,-106.931,Cc1nn(C[C@@](O)(Cn2cncn2)c2ccc(F)cc2F)c(C)c1C
file19,A5802_entry_00150_conf_01,-106.931,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(C)(C)C)COCc1ccccc1
file2,A333_entry_00019_conf_01,-106.924,Cc1ccc([C@H](Cn2ccnc2)OCc2cccc(Cl)c2)cc1
file11,A3405_entry_00265_conf_01,-106.922,c1ccc(Cn2cc([C@H](c3ccccc3)n3ccnc3)cn2)cc1
file9,A2520_entry_00008_conf_01,-106.912,CN(Cc1ccccc1)Cc1cccc2ccccc12
file8,A2349_entry_00151_conf_01,-106.903,Fc1cc(C(F)(F)F)ccc1[C@H](Cn1ccnc1)c1ccccc1
file7,A2041_entry_00157_conf_01,-106.898,Fc1cccc(F)c1CO[C@@H]1c2ccccc2SC[C@@H]1Cn1ccnc1
file11,A3314_entry_00174_conf_01,-106.859,COc1ccc([C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)cc1
file20,A6174_entry_00208_conf_01,-106.858,COc1ccc(CCN[C@H](C)[C@@H](O)c2ccc(SC(C)C)cc2)cc1
file3,A886_entry_00258_conf_01,-106.838,CCC(C)(C)c1ccc(CC(=O)CN2C[C@@H](C)O[C@H](C)C2)cc1
file3,A821_entry_00193_conf_01,-106.836,CCC(C)(CC)c1ccc(C[C@@H](O)CN2C[C@@H](C)O[C@@H](C)C2)c(C)c1
file4,A1130_entry_00188_conf_01,-106.831,CCOC(=O)c1cncn1[C@H]1CC[C@@H](c2ccccc2)c2ccccc12
file1,A157_entry_00157_conf_01,-106.805,C[C@@](c1ccccc1)(c1ccn(c2ccccc2)c1)n1ccnc1
file11,A3294_entry_00154_conf_01,-106.764,Clc1ccc(C[C@@H](Cn2ccnc2)Sc2ccccc2)cc1
file3,A877_entry_00249_conf_01,-106.759,CC(=O)NC[C@H](C)Cc1ccc(CC(C)(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
file10,A3064_entry_00238_conf_01,-106.726,Clc1ccc([C@@H](CCn2ccnc2)OCc2cccnc2)cc1
file9,A2526_entry_00014_conf_01,-106.724,CN(C/C=C/c1ccccc1)Cc1cccc2c1CCCC2=O
file16,A4728_entry_00018_conf_01,-106.715,CN(CC#CCC1CC1)Cc1cccc2ccccc12
file12,A3598_entry_00144_conf_01,-106.714,C[C@@H](N1CC[C@](C)(C(=O)N)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file1,A289_entry_00289_conf_01,-106.713,Cc1cccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)c1
file9,A2544_entry_00032_conf_01,-106.712,CC/C=C/CN(C)Cc1cccc2ccccc12
file8,A2493_entry_00295_conf_01,-106.699,CN(C/C=C/c1ccccc1)Cc1ccc(F)cc1F
file12,A3617_entry_00163_conf_01,-106.693,C[C@@H](N1CCN(Cc2ccncc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file6,A1620_entry_00050_conf_01,-106.688,CCN(CC)CCCOC(=O)c1cccc2ccccc12
file11,A3247_entry_00107_conf_01,-106.684,CN(Cc1cncnc1)Cc1cccc2ccccc12
file11,A3261_entry_00121_conf_01,-106.676,CN(Cc1ccc2ccccc2c1)Cc1ccccc1CN
file11,A3152_entry_00012_conf_01,-106.673,COc1cc(CN(C)Cc2cccc3ccccc23)cc(OC)c1
file2,A438_entry_00124_conf_01,-106.659,C[C@@H](c1ccccc1OCc1cccc(F)c1)n1ccnc1
file6,A1712_entry_00142_conf_01,-106.639,CCCN(CCC)CCOC(=O)c1ccc(c2ccccc2)nc1
file9,A2577_entry_00065_conf_01,-106.631,CN(Cc1ccncc1)Cc1cccc2ccccc12
file3,A862_entry_00234_conf_01,-106.629,CCOC(=O)[C@H]1CN(C[C@H](C)Cc2ccc(C(C)(C)C)cc2)C[C@@H](C)O1
file12,A3664_entry_00210_conf_01,-106.62,C[C@H](N1CC[C@](O)(c2ccccc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file2,A320_entry_00006_conf_01,-106.609,Cc1ccccc1CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file10,A3082_entry_00256_conf_01,-106.605,Fc1ccc([C@H](CCn2ccnc2)Oc2ccc(Cl)cc2)cc1
file5,A1568_entry_00312_conf_01,-106.602,CC(C)c1ccc(CN2CN(Cc3ccccc3)CSC2=O)cc1
file7,A2051_entry_00167_conf_01,-106.602,Cc1nc(C)n(C[C@@H]2Sc3ccc(F)cc3[C@@H]2OCc2cccc(F)c2)n1
file14,A4371_entry_00289_conf_01,-106.601,COc1ccc(CN[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
file3,A942_entry_00314_conf_01,-106.595,CC(=O)N[C@H](C)Cc1ccc(C[C@@H](C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
file16,A4730_entry_00020_conf_01,-106.58,CN(C/C=C/CC(C)(C)C)[C@@H](CO)c1cccc2ccccc12
file7,A2190_entry_00306_conf_01,-106.566,COc1cccc(CS[C@H](C[N](=O)O)c2ccccc2Cl)c1
file12,A3676_entry_00222_conf_01,-106.563,C[C@@H](N1CC[C@](O)(Cn2cncn2)C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file8,A2383_entry_00185_conf_01,-106.56,O[C@@H](c1ccc(Cl)cc1)[C@H](CCn1ccnc1)c1ccccc1
file14,A4247_entry_00165_conf_01,-106.559,NC(=O)OC[C@@H](O)COc1ccc(Cc2ccccc2)cc1
file12,A3710_entry_00256_conf_01,-106.552,C[C@@H](N1C[C@](C)(O)C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file22,A6657_entry_00063_conf_01,-106.546,Cc1ccccc1CN1C(=O)CC(C[C@@H](O)[C@H]2C[C@@H](C)C[C@H](C)C2=O)CC1=O
file7,A2012_entry_00128_conf_01,-106.537,N#Cc1ccc(CO[C@@H]2c3cc(F)ccc3SC[C@@H]2Cn2ccnc2)cc1
file11,A3386_entry_00246_conf_01,-106.528,Cc1ccc(c2cn(C)cc2[C@H](c2ccccc2)n2ccnc2)cc1
file15,A4481_entry_00085_conf_01,-106.522,C[C@H](O)C(=O)N1CCN(C[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file5,A1459_entry_00203_conf_01,-106.515,CCOC(=O)c1cncn1[C@@H]1C[C@H](c2ccccc2)c2ccccc12
file12,A3564_entry_00110_conf_01,-106.513,C[C@@H](N1CCC(=O)N(C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file10,A3092_entry_00266_conf_01,-106.507,Cc1ccc([C@@H](OCCn2ccnc2)c2ccc(Cl)cc2)c(C)c1
file11,A3420_entry_00280_conf_01,-106.484,CC(C)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file6,A1861_entry_00291_conf_01,-106.481,CCC[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[C@H](Cn1ccnc1)N(C)C
file12,A3541_entry_00087_conf_01,-106.458,CCN1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file5,A1558_entry_00302_conf_01,-106.449,CC(C)c1ccc(CN2CSC(=O)N(Cc3ccccc3)C2)cc1
file15,A4455_entry_00059_conf_01,-106.445,O[C@@](CN1CC[C@@H](Cc2ccccc2)CC1)(Cn1cncn1)c1ccc(F)cc1F
file15,A4438_entry_00042_conf_01,-106.425,CN(Cc1ccc(F)cc1)C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F
file8,A2280_entry_00082_conf_01,-106.418,O[C@@H](c1ccc(Cl)cc1)[C@H](Cn1ccnc1)c1ccccc1
file9,A2528_entry_00016_conf_01,-106.416,Cc1cccc(/C=C/CN(C)Cc2ccccc2)c1
file9,A2553_entry_00041_conf_01,-106.41,CN(CC/C=C/c1ccccc1)Cc1ccnc2ccccc12
file11,A3161_entry_00021_conf_01,-106.407,CN(Cc1ccccc1)Cc1cccc2cccnc12
file8,A2387_entry_00189_conf_01,-106.404,FC(F)(F)c1ccc(C[C@H](Cn2ccnc2)c2ccccc2)cc1
file6,A1674_entry_00104_conf_01,-106.403,CCN(CC)CCNC(=O)c1cccc(OCc2ccccc2)c1O
file7,A2047_entry_00163_conf_01,-106.4,CNC[C@H]1Sc2ccc(F)cc2[C@H]1OCc1ccccc1F
file11,A3202_entry_00062_conf_01,-106.364,CN(Cc1cc[nH]c1)Cc1cccc2ccccc12
file6,A1716_entry_00146_conf_01,-106.361,CCN(CC)CCCCOC(=O)c1cc(c2ccccc2)oc1C
file9,A2570_entry_00058_conf_01,-106.36,CN(C/C=C/c1ccccc1)C[C@H](O)c1cccc2ccoc12
file9,A2547_entry_00035_conf_01,-106.357,CN(C/C=C/C(C)(C)C)Cc1cccc2ccccc12
file9,A2643_entry_00131_conf_01,-106.354,OCCCNCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file11,A3273_entry_00133_conf_01,-106.351,CCCc1ccc(C(=O)OC[C@@H](COC(=O)C)OC(=O)C)cc1
file7,A1964_entry_00080_conf_01,-106.348,OCCn1c(Cc2ccc(Cl)cc2)nc2ccccc12
file16,A4731_entry_00021_conf_01,-106.342,CC(C)CCCN(C)Cc1cccc2ccccc12
file1,A274_entry_00274_conf_01,-106.325,Fc1ccccc1CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file11,A3157_entry_00017_conf_01,-106.308,CN(Cc1ccc(C#N)cc1)Cc1ccc2ccccc2c1
file9,A2533_entry_00021_conf_01,-106.305,CN(Cc1ccccc1)Cc1ccc2ccccc2c1
file3,A787_entry_00159_conf_01,-106.294,C[C@@H](Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1
file15,A4691_entry_00295_conf_01,-106.29,CN(C/C=C/C(C)(C)C)Cc1ccc2ccccc2c1
file7,A2144_entry_00260_conf_01,-106.285,C[C@@H](Cc1ccccc1)N(C)C(=S)Oc1ccc2c(c1)CCCC2
file6,A1711_entry_00141_conf_01,-106.284,CCN(CC)CCCC(=O)c1ccc(c2ccccc2)cc1
file6,A1871_entry_00301_conf_01,-106.281,CC[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[C@@H](Cn1ccnc1)C1CC1
file3,A805_entry_00177_conf_01,-106.254,CCC(CC)c1ccc(C[C@H](C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
file9,A2616_entry_00104_conf_01,-106.241,Cc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(F)cc2Cl)cc1
file8,A2333_entry_00135_conf_01,-106.236,CC(=O)c1cncn1C[C@@H](c1ccccc1)c1ccc(Cl)cc1
file12,A3721_entry_00267_conf_01,-106.214,CCCCC(=O)N[C@H]1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)C1
file8,A2353_entry_00155_conf_01,-106.213,OC[C@@H](c1ccc(Cl)cc1)[C@@H](Cn1ccnc1)c1ccccc1
file12,A3616_entry_00162_conf_01,-106.185,C[C@@H](N1C[C@@H]2C[C@H]1CN2C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file11,A3237_entry_00097_conf_01,-106.181,CN(Cc1ccc(C(F)(F)F)cc1)Cc1ccc2ccccc2n1
file16,A4736_entry_00026_conf_01,-106.181,C[C@@H](c1cccc2ccccc12)N(C)C/C=C/C#CC(C)(C)O
file11,A3381_entry_00241_conf_01,-106.155,COc1ccc(F)cc1O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1
file8,A2453_entry_00255_conf_01,-106.137,NCCS[C@H](CC(=O)c1ccccc1)c1ccccc1Cl
file14,A4360_entry_00278_conf_01,-106.134,Cc1ccc(C[C@](CO)(COC(=O)N)OC[C@H](O)COc2ccc(Cl)cc2)cc1
file10,A3123_entry_00297_conf_01,-106.13,OC[C@H](Cn1ccnc1)OCc1ccc(Sc2ccccc2)cc1
file2,A386_entry_00072_conf_01,-106.117,Clc1ccc([C@H](OCCn2ccnc2)c2ccccc2Cl)cc1
file3,A724_entry_00096_conf_01,-106.113,Clc1ccc([C@H](Cn2ccnc2)NCc2ccccc2)c(Cl)c1
file20,A6024_entry_00058_conf_01,-106.104,CCCN(CCC)[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file12,A3633_entry_00179_conf_01,-106.093,C[C@@H](N1CC[C@](O)(c2cccnc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file11,A3193_entry_00053_conf_01,-106.076,Cc1ccccc1CN(C)Cc1ccc(C(C)C)cc1
file2,A353_entry_00039_conf_01,-106.07,Clc1ccc([C@H](Cn2ccnc2)OCCCc2ccccc2)cc1
file11,A3248_entry_00108_conf_01,-106.034,CN(Cc1ccc(C#N)cc1)Cc1cccc2cccnc12
file12,A3489_entry_00035_conf_01,-106.022,C[C@H](N1CCN(C2CCCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file1,A40_entry_00040_conf_01,-106.005,Cc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(F)cc2F)cc1
file20,A5994_entry_00028_conf_01,-105.989,CCCCCCCCN[C@H](C)[C@H](O)c1cc(OC)cc(OC)c1
file8,A2315_entry_00117_conf_01,-105.979,CCCc1cn(C[C@H](c2ccccc2)c2ccc(C)cc2)cn1
file8,A2330_entry_00132_conf_01,-105.979,COc1ccc([C@@H](Cn2ccnc2)c2ccc(C(C)C)cc2)cc1
file1,A263_entry_00263_conf_01,-105.977,Fc1ccc([C@H](Cn2ccnc2)OCc2ccc(Cl)cc2)cc1
file15,A4478_entry_00082_conf_01,-105.976,CN(C)Cc1cn(C[C@@](O)(Cn2cncn2)c2ccc(F)cc2F)cn1
file8,A2457_entry_00259_conf_01,-105.976,N[C@@](CO)(CS[C@H](C[N](=O)O)c1ccccc1Cl)c1ccccc1
