SN,Molecule,Binding energy (kcal/mol),SMILES,
3827,A1237,-90.978,CCOC(=O)c1cncn1[C@@H]1C[C@H](N)c2ccccc12,
3828,A6133,-90.971,CCCN[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
3829,A5788,-90.964,CC1=CC(=O)[N+](C(=C1)C/C=C/C(C)(C)O)O,
3830,A2722,-90.952,N#Cc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)nc1,
3831,A6785,-90.947,Cc1ccccc1CNC(=O)c1ccccc1O,
3832,A1061,-90.942,COC(=O)c1cccn1[C@H]1CCCc2ccccc12,
3833,A842,-90.940,C/C(=C\c1ccc(C(C)(C)C)cc1)/CN1C[C@@H](C)O[C@H](C)C1,
3834,A2060,-90.939,C=CCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
3835,A1478,-90.928,CCOC(=O)c1cncn1[C@H]1CCCc2cc(C(F)(F)F)ccc12,
3836,A5167,-90.926,O=C(O)CCCC(=O)NCCc1ccccc1,
3837,A1203,-90.926,CCOC(=O)c1cncn1[C@H]1C[C@@H](C)Cc2ccccc12,
3838,A1366,-90.914,CCOC(=O)c1cncn1[C@H]1C[C@H](OC)c2ccccc12,
3839,A1830,-90.912,CC(C)(C)C(=O)[C@@H](Cn1ccnc1)Oc1c(Cl)cccc1Cl,
3840,A5009,-90.902,CCCC(=O)[C@H](Oc1ccc(C)cc1)n1ccnc1,
3841,A1244,-90.902,COCOC(=O)c1cncn1[C@H]1CCCc2ccccc12,
3842,A2946,-90.894,CS(=O)(=O)c1cccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)c1,
3843,A5849,-90.889,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC1(C)CC1)O,
3844,A2169,-90.877,CC(C)(C)[C@@H](c1cc2cc(Cl)ccc2o1)n1ccnc1,
3845,A4607,-90.875,CCN(c1ccccc1)C(c1ccccc1)(c1ccccc1)n1cncn1,
3846,A6388,-90.858,CC(C)C[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C(C)(C)C1,
3847,A4191,-90.847,NC(=O)OC[C@@H](O)COc1ccc(Cl)c(C(F)(F)F)c1,
3848,A6131,-90.845,CC(C)CN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
3849,A2754,-90.845,Nc1cccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)c1,
3850,A2979,-90.835,CC[C@@](C)(O)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CCC2)cc1,
3851,A1000,-90.834,CCOC(=O)c1nccn1[C@H]1CCCc2ccccc12,
3852,A2775,-90.830,CC(C)Oc1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
3853,A1348,-90.826,C[C@@H](C(=O)N)n1ccnc1[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
3854,A4836,-90.811,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(=O)C(C)(C)[C@@H]2CC[C@H]3C,
3855,A1528,-90.808,CN(C)CC#CC(O)(c1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,
3856,A1049,-90.807,O=C(NC1CCCCC1)c1cncn1[C@@H]1CCCc2ccccc12,
3857,A4266,-90.804,N#CCc1ccc(OC[C@H](O)COC(=O)N)cc1,
3858,A5040,-90.802,COc1ccc(O[C@@H](C(=O)C2CC2)n2ccnc2)cc1,
3859,A6168,-90.792,CCSc1ccc([C@@H](O)[C@@H](C)NC[C@@H](C)CC)cc1,
3860,A1333,-90.789,NC(=O)N1CCN([C@H]2c3ccccc3CCc3cc(Cl)cc(Cl)c23)CC1,
3861,A4877,-90.789,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)N1CCOCC1,
3862,A1543,-90.779,Cc1cc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc(C)c1O,
3863,A4045,-90.778,O=C1C=C(C2CCCCC2)C=C(C2CCC2)[N+]1O,
3864,A4633,-90.777,C[C@H](O)C(c1ccccc1)(c1ccccc1)n1ccnc1,
3865,A5699,-90.774,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)NC(=O)c1cccnc1,
3866,A6172,-90.774,CCCCN[C@H](C)[C@@H](OC)c1ccc(SC(C)C)cc1,
3867,A3892,-90.769,CCO[N+]1C(=CC(=CC1=O)C)C1CCCCC1,
3868,A178,-90.760,N[C@@](c1ccccc1)(c1ccc(Cl)cc1)n1ccnc1,
3869,A2987,-90.758,NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1(O)CC1,
3870,A5216,-90.750,O=C(O)[C@@H]1CCCN1CCc1ccccc1,
3871,A3407,-90.746,c1ccc([C@H](c2cc[nH]c2)n2ccnc2)cc1,
3872,A5719,-90.745,CCC[C@H](CC)CC1=CC(=CC(=O)[N+]1O)C,
3873,A5864,-90.743,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(C)(C)C)OC(=O)N(C)C,
3874,A2199,-90.731,NC[C@H](SCC(=O)N)c1ccccc1Cl,
3875,A2510,-90.724,CN(C)Cc1cccc2ccccc12,
3876,A3053,-90.723,CN1CC(C(C)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,
3877,A6590,-90.721,CC[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C[C@H]1C,
3878,A2774,-90.707,COc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CCCC2)cc1,
3879,A1067,-90.698,CCOC(=O)c1cncn1[C@@H]1CCCc2cc(C)ccc12,
3880,A1395,-90.697,CCOC(=O)c1cncn1[C@H]1CC2(CCCCC2)c2ccccc12,
3881,A2110,-90.692,CCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1C,
3882,A3029,-90.690,N#Cc1ccc([C@](O)(CC2CC2)c2ccc(Cl)cc2)cc1,
3883,A6588,-90.689,C[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C[C@H]1C1CCCC1,
3884,A3978,-90.681,CC1=CC(=O)[N+](C(=C1)CN1CCCCC1)O,
3885,A5384,-90.680,CCCCCC[C@@H](C)[C@]1(O)CC=C(C)CC1,
3886,A3511,-90.672,CC(C)N(CC1CC1)[C@H](C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
3887,A3022,-90.667,COC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CN(C)C1,
3888,A6211,-90.667,CCCCCCN[C@@H](C)[C@H](O)c1ccc(OC)cc1,
3889,A4038,-90.665,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)NC(=O)C(C)C,
3890,A3868,-90.661,CC1=C(C(=O)[N+](C(=C1)C1CCCCC1)O)CN,
3891,A977,-90.661,CCOC(=O)c1ncn([C@H]2CCCc3ccccc23)c1C,
3892,A1159,-90.652,CCOC(=O)c1cncn1[C@@H]1CCCc2c(C)cccc12,
3893,A1183,-90.648,COC(=O)c1cn([C@@H]2CCCc3ccccc23)cn1,
3894,A447,-90.646,C/C=C(/c1ccccc1OCc1ccccc1C)\n1ccnc1,
3895,A4027,-90.642,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)COCCO,
3896,A1350,-90.634,CCOC(=O)c1cncn1[C@H]1CCc2cccnc12,
3897,A2885,-90.629,O[C@@H]1CC[C@@H](C(O)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,
3898,A4599,-90.625,N#CCC(c1ccccc1)(c1ccccc1)n1ccnc1,
3899,A1974,-90.618,c1ccc(CO[C@@H]2c3ccccc3S[C@H]2Cn2ccnc2)cc1,
3900,A5882,-90.616,CC1=CC(=O)[N+](C(=C1)CC(C)(C)C(=O)O)O,
3901,A2159,-90.615,Fc1cccc(N(CC2CC2)C(=S)Oc2ccc3c(c2)CCC3)c1,
3902,A992,-90.609,CCOC(=O)c1cncn1[C@@H]1CCCc2ccc(C)cc12,
3903,A5703,-90.608,CC1=CC(=O)[N+](C(=C1)C[C@H](CO)CC(C)(C)C)O,
3904,A751,-90.604,CCCCCCOCCCCCC(=O)O,
3905,A5680,-90.603,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)C,
3906,A4212,-90.592,CN(C[C@H](O)COc1ccc(Cl)cc1)C(=S)N,
3907,A6197,-90.582,C=CCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
3908,A1224,-90.575,CCOC(=O)c1cncn1[C@H]1CCCc2cccc(C(F)(F)F)c12,
3909,A1598,-90.574,CCN(CC)CCOC(=O)c1cc(Cl)ccc1O,
3910,A1220,-90.573,CCOC(=O)c1cncn1[C@@H]1C[C@@H](O)c2ccccc12,
3911,A104,-90.570,CCCCc1ccc(/C(=C\SC)/n2ccnc2)cc1,
3912,A4233,-90.570,C[C@@H](COc1ccc(F)cc1)[C@@H](O)COC(=O)N,
3913,A117,-90.568,CCCCCOc1c(C)cccc1/C(=C\SC)/n1ccnc1,
3914,A6624,-90.565,C[C@H]1C[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C[C@H](C)[C@@H]1O,
3915,A741,-90.555,CCCCCCCCCC(=O)CCC(=O)O,
3916,A5706,-90.548,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C#N)O,
3917,A161,-90.546,CC(C)[C@](c1ccccc1)(c1ccc(F)cc1)n1ccnc1,
3918,A1059,-90.544,CCOC(=O)c1cncn1[C@@H]1C[C@@]2(OC)c3ccccc3C[C@@H]12,
3919,A1169,-90.537,CCOC(=O)c1cncn1[C@H]1CCc2ccc(OC)cc12,
3920,A1123,-90.532,CC(C)CNC(=O)c1cncn1[C@H]1CCCc2ccccc12,
3921,A6070,-90.530,CC(C)Sc1ccc([C@@H](C)NCCO)cc1,
3922,A2828,-90.524,Cc1csc([C@@](O)(c2ccc(Cl)cc2)C2CC2)c1,
3923,A1603,-90.516,CN(C)CCNC(=O)c1cccc(c2ccccc2)c1O,
3924,A1076,-90.514,CCOC(=O)c1cncn1[C@H]1C[C@@H]2Cc3ccccc3[C@]2(OC)C1,
3925,A1586,-90.512,CC(C)/C=C(/Cn1ccnc1)\c1ccc(Cl)cc1,
3926,A261,-90.498,CCCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
3927,A4994,-90.491,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C1CCOCC1,
3928,A5077,-90.491,CC[C@H](C)C(=O)[C@@H](Oc1ccc(F)cc1)n1ccnc1,
3929,A2205,-90.490,NCCS[C@H](CO)c1ccccc1Cl,
3930,A1215,-90.490,CCOC(=O)c1cncn1[C@@H]1CCc2cccc(C)c12,
3931,A3848,-90.485,CO[N+]1C(=CC(=CC1=O)C)C1CCCCCC1,
3932,A4181,-90.485,COc1ccc(C(=O)OC[C@@H](O)COC(=O)N)cc1,
3933,A1419,-90.473,CCOC(=O)c1cncn1[C@@H]1CCCc2cc(F)ccc12,
3934,A2036,-90.468,OC[C@H]1Sc2ccc(F)cc2[C@H]1OCc1cccc(F)c1,
3935,A1007,-90.465,CCOCc1cncn1[C@H]1CCCc2ccccc12,
3936,A6519,-90.463,C[C@@H]1C[C@H](O)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
3937,A5718,-90.462,COc1ccc2C(=O)[N+](O)C(=Cc2c1)C[C@H](C)CC(C)(C)C,
3938,A4867,-90.457,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)C1CCOCC1,
3939,A1211,-90.454,CCOC(=O)c1c(CC)ncn1[C@H]1CCc2ccccc12,
3940,A1496,-90.450,CCOC(=O)c1ccn([C@@H]2CCc3ccccc23)c1C,
3941,A4989,-90.446,C=C(C)CNC(=O)[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
3942,A3482,-90.446,C[C@H](N1CCC(F)(F)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
3943,A3825,-90.443,CCOC(=O)CC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
3944,A1200,-90.433,CCOC(=O)c1cncn1[C@@H]1CCCc2ccc(I)cc12,
3945,A3980,-90.430,CC1=CC(=O)[N+](C(=C1)[C@H]1C[C@@H]2CC[C@H](C1)[C@@H]2O)O,
3946,A6230,-90.427,CC(C)Sc1ccc([C@H](O)[C@@H](C)NC2CC2)cc1,
3947,A5710,-90.424,CC1=CC(=O)[N+](C(=C1)O)C[C@H](C)CC(C)(C)C,
3948,A1182,-90.417,CCOC(=O)c1cncn1[C@H]1CCc2cccnc12,
3949,A4259,-90.416,CC(C)c1cccc(OC[C@H](O)COC(=O)N)c1,
3950,A2919,-90.416,CNC(=O)c1cccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)c1,
3951,A4001,-90.406,CC(=O)OC[N+]1C(=CC(=CC1=O)C)C1CCCCC1,
3952,A2704,-90.404,NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
3953,A6424,-90.395,CCCC[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C(C)(C)C1,
3954,A3870,-90.391,COC1=CC(=O)[N+](C(=C1)C1CCCCCC1)O,
3955,A2088,-90.391,CCO[C@H](Cn1ccnc1)c1cccc(Cl)c1,
3956,A2767,-90.390,NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@@H]1CCCO1,
3957,A2725,-90.390,CN(C)C(=O)C(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,
3958,A4348,-90.387,NC(=O)OC[C@@H](O)COCc1ccc(Cl)cc1,
3959,A2179,-90.386,CN(C)[C@H](C#N)CS[C@H](C[N](=O)O)c1ccccc1Cl,
3960,A6478,-90.383,CC[C@@H]1CC(=O)[C@@H](C[C@H](O)[C@@H]2C[C@H](C)C[C@H](C)C2=O)C1,
3961,A4080,-90.381,CCCCCNC(=O)CCCCCCC(=O)O,
3962,A3061,-90.381,CNC(=O)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1F,
3963,A6317,-90.381,CCC[C@@H]1CC(=O)[C@@H](C[C@@H](O)[C@@H]2C[C@H](C)C[C@H](C)C2=O)CC1=O,
3964,A4998,-90.378,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)C(C)(C)CO,
3965,A202,-90.372,C/C(=C\[C@@H](O)CO)/C(=C/C=C\C(=O)N1CCCC1=O)/C,
3966,A5799,-90.372,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC1(C)CC1)O,
3967,A5011,-90.370,CC(C)(C)C(=O)[C@@H](Oc1ccccc1)n1ccnc1,
3968,A5996,-90.361,CCCCN[C@@H](C)[C@@H](O)c1ccc(SC)cc1,
3969,A2852,-90.356,C[C@](O)(Cc1ccc(Cl)cc1)c1ccc(Cl)cc1,
3970,A2890,-90.351,C=C[C@@](C)(O)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
3971,A2266,-90.346,CC(C)C[C@@H](Cn1ccnc1)c1ccc(Br)cc1,
3972,A2827,-90.341,N#Cc1ccc([C@](O)(c2ccc(Cl)cc2)C2CCC2)nc1,
3973,A3497,-90.341,CC(C)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)C[C@H]1C,
3974,A141,-90.340,C[C@](c1ccccc1)(c1ccc(Cl)cc1)n1ccnc1,
3975,A3013,-90.337,NCc1ccc([C@](O)(c2ccc(Cl)cc2)C2CCCC2)cc1,
3976,A6637,-90.330,C[C@@H]1C[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C[C@H](C)C1=O,
3977,A1,-90.321,CN(Cc1cccnc1)C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1,
3978,A6045,-90.321,CCCCNC[C@H](O)c1ccc(SC(C)C)cc1,
3979,A1504,-90.310,CCOC(=O)c1cncn1[C@@H]1CCCc2cc(Br)ccc12,
3980,A4282,-90.306,N#Cc1cc(Cl)ccc1OC[C@@H](O)COC(=O)N,
3981,A5654,-90.304,CC1=CC(=O)[N+](C(=C1)C[C@@H]1C[C@@]1(C)CC(C)(C)C)O,
3982,A3027,-90.303,C[C@@](O)(c1ccc(O)cc1)c1ccc(Cl)cc1,
3983,A2201,-90.297,O=[N](O)C[C@@H](SCCO)c1ccccc1Cl,
3984,A6497,-90.297,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C[C@@H]1C1CCC1,
3985,A201,-90.296,C/C(=C/[C@H](O)CCC(C)C)/C(=C/C=C\C(=O)N1CCCC1=O)/C,
3986,A3715,-90.295,C[C@H](N1CCC(=O)N(C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
3987,A1065,-90.290,CN(C)C(=O)c1nccn1[C@@H]1CCCc2ccccc12,
3988,A5981,-90.289,CC[C@H](C)CN[C@H](C)[C@H](O)c1ccc(SC)cc1,
3989,A6628,-90.281,CC[C@@H]1C[C@H](O)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,
3990,A6383,-90.280,CC[C@@H]1CCC(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
3991,A6355,-90.279,CCC[C@@H]1CCC(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
3992,A4941,-90.277,COC(=O)CO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
3993,A5745,-90.275,CC1=CC(=O)[N+](C(=C1)CC[C@H](C)CC(C)C)O,
3994,A2822,-90.266,CCN(C)C(=O)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
3995,A1151,-90.263,CC(C)(C)OC(=O)c1nccn1[C@H]1CCCc2ccccc12,
3996,A5827,-90.255,CC1=CC(=O)[N+](C(=C1)C[C@H](C)C[C@H](C)CO)O,
3997,A2902,-90.253,OCc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CCC2)cc1,
3998,A5905,-90.249,CC1=CC(=O)[N+](C(=C1)C[C@@H](O)CC(C)(C)C)N,
3999,A5726,-90.249,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CCC(C)(C)C)N,
4000,A1092,-90.247,CCOC(=O)c1cncn1[C@H]1C[C@@H]2Cc3ccccc3[C@H]1C2,
4001,A1295,-90.236,CNC[C@@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
4002,A6496,-90.226,CCCC1=CC[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C1,
4003,A3447,-90.222,C[C@@H](N1CCOCC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
4004,A754,-90.220,CCCCCCCCCNCCCC(=O)O,
4005,A2887,-90.218,OCCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
4006,A398,-90.216,CCCCCCCOC(=O)c1ccc(C)cc1,
4007,A4289,-90.201,NC(=O)OC[C@H](O)COc1ccc(O)cn1,
4008,A4249,-90.190,Cc1ccc(COC[C@@H](O)COC(=O)N)cc1,
4009,A4424,-90.189,CC(C)(C#CCOc1cc(Cl)c(Cl)cc1Cl)NCCO,
4010,A4759,-90.173,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)C(C)C,
4011,A6135,-90.162,CCCCCN[C@H](C)[C@H](O)c1ccc(SC)cc1,
4012,A1414,-90.150,CCOC(=O)c1cncn1[C@@H]1C[C@H]2CC[C@@H]1c1ccccc21,
4013,A1102,-90.142,CCOC(=O)c1cncn1[C@@]1(C)CCc2ccccc12,
4014,A5108,-90.140,CC(C)(C)C(=O)[C@@H](Oc1ccc(C(C)(C)C)cc1)n1ccnc1,
4015,A562,-90.140,O=C(OCCOc1ccc(Cl)cc1)C1CC1,
4016,A1164,-90.138,COC(=O)c1cncn1[C@H]1C[C@H](C)c2ccccc12,
4017,A1148,-90.133,CCOC(=O)c1cncn1[C@H]1CC[C@@H](c2ccccc2)CC1,
4018,A3601,-90.133,C[C@H](N1CCN(C(=O)C(C)(C)C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
4019,A6354,-90.128,CC[C@H]1CC(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
4020,A3993,-90.127,NC(=O)CCC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
4021,A5683,-90.122,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC1(C)CCCCC1)O,
4022,A444,-90.114,C=C(c1ccccc1OCCC(C)C)n1ccnc1,
4023,A3905,-90.104,CCOC(=O)[C@@H]1CCCC[C@H]1C1=CC(=CC(=O)[N+]1O)C,
4024,A4785,-90.104,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)CO,
4025,A397,-90.104,CCCCOC(=O)c1cccc(C)c1,
4026,A1410,-90.092,CCOC(=O)c1cncn1[C@@H]1Cc2ccccc2CN1C,
4027,A1172,-90.092,CC(C)C(=O)c1cncn1[C@H]1CCCc2ccccc12,
4028,A1160,-90.083,Cc1ncn([C@@H]2CCCc3ccccc23)c1CC(=O)O,
4029,A2826,-90.076,CN1CC[C@H](C(O)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,
4030,A2152,-90.076,CCCN(Cc1ccco1)C(=S)Oc1ccc2c(c1)CCC2,
4031,A6644,-90.073,C[C@@H]1C[C@H](N)C[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,
4032,A5056,-90.070,CC(C)(C)C(=O)[C@H](Oc1ccccc1F)n1ccnc1,
4033,A5780,-90.063,CC1=CC(=O)[N+](C(=C1)CC(C)(C)CO)O,
4034,A6787,-90.059,C[C@](O)(NC(=O)c1ccccc1O)c1ccccc1,
4035,A2171,-90.053,NCCS[C@H](CO)c1ccccc1Cl,
4036,A1206,-90.051,c1ccc2c(c1)CCC[C@H]2n1cncc1C1CCC1,
4037,A3956,-90.049,COC(=O)CCCC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
4038,A6620,-90.047,CCC[C@H]1CC(=O)[C@@H](C[C@@H](O)[C@H]2C[C@H](C)C[C@H](C)C2=O)CC1=O,
4039,A6525,-90.041,CC(C)[C@@H]1CCC(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
4040,A3895,-90.031,CO[N+]1C(=CC(=CC1=O)C)C1CCCC1,
4041,A412,-90.031,CCCOC(=O)c1ccc(CN)cc1,
4042,A2415,-90.027,COC(=O)[C@@H](CC(C)C)OC(=O)c1ccc(O)cc1,
4043,A2206,-90.022,NCCSC[C@H](N)c1ccccc1Cl,
4044,A1687,-90.018,CCN(CC)CCOC(=O)c1c(OC)cccc1c1ccccc1,
4045,A5918,-90.017,COC1=CC(=O)[OH+]C(=C1)/C=C/c1cccc(CN(C)C)c1,
4046,A1309,-90.014,CCOC(=O)N1CCN([C@H]2c3ccccc3CCc3cc(Cl)cc(Cl)c23)C1,
4047,A1019,-90.014,CCOC(=O)c1c(C)ncn1[C@@H]1CCCc2ccccc12,
4048,A4275,-89.996,COc1ccc(Cl)cc1OC[C@@H](O)COC(=O)N,
4049,A6526,-89.989,CC[C@H]1CC(=O)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)[C@H]1O,
4050,A27,-89.985,C[C@@H](O)CN(C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)c1ccccc1,
4051,A5728,-89.977,CC1=CC(=O)[N+](C(=C1)CC1(CC(C)(C)C)CC1)O,
4052,A6083,-89.951,CCN[C@@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
4053,A1131,-89.948,CCOC(=O)c1cncn1[C@H]1C[C@@H]2Cc3ccccc3[C@H]12,
4054,A3561,-89.946,CNC[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
4055,A2957,-89.942,CC(=O)NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
4056,A6108,-89.940,CCCCN[C@H](C)[C@@H](C)[C@@H](O)c1ccc(SC)cc1,
4057,A5762,-89.940,COC(=O)C1=C(C)C=C(C[C@H](C)CC(C)(C)C)[N+](O)C1=O,
4058,A4811,-89.939,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)C,
4059,A5622,-89.930,CC1=CC(=O)[N+](C(=C1)C[C@H]1C[C@H]1CC(C)(C)C)O,
4060,A5085,-89.923,COc1ccc(N[C@@H](C(=O)C(C)(C)C)n2ccnc2)cc1,
4061,A2215,-89.913,C[C@@H](CS[C@H](C[N](=O)O)c1ccccc1Cl)N(C)C,
4062,A1040,-89.912,CCOC(=O)c1c(C)nc(C)n1[C@H]1CCCc2ccccc12,
4063,A4302,-89.912,CC(C)(CCOc1ccc(Cl)cc1)COC(=O)N,
4064,A3820,-89.900,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)CO,
4065,A3458,-89.897,CCCC[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,
4066,A4227,-89.893,NC(=O)OC[C@@H](O)CSc1ccc(Cl)cc1,
4067,A6531,-89.890,CC[C@@H]1CC[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C1,
4068,A5816,-89.889,CC1=CC(=O)[N+](C(=C1)[C@H](O)[C@H](C)CC(C)(C)C)O,
4069,A4872,-89.885,COC(=O)CO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
4070,A351,-89.876,CC(C)O[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
4071,A1725,-89.864,CCN(CC)CCCOC(=O)c1cccnc1c1ccccc1,
4072,A5778,-89.859,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)C[C@@H](C)O)O,
4073,A5915,-89.851,CC1=CC(=O)[N+](C(=C1)OCCCC(C)(C)C)O,
4074,A4281,-89.846,NC(=O)OC[C@H](O)COc1ccc(O)cc1Cl,
4075,A2450,-89.841,C[C@H](Cn1ccnc1)OCc1c(Cl)cccc1Cl,
4076,A1268,-89.838,Clc1ccc2c(c1)CCc1ccccc1[C@@H]2n1ccnc1,
4077,A5784,-89.837,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(=O)C(C)(C)C)O,
4078,A1004,-89.833,CCOC(=O)c1cncn1[C@H]1CCCc2ccc(C(F)(F)F)cc12,
4079,A4243,-89.827,CN(C[C@H](O)COc1ccc(Cl)cc1)C(=O)N,
4080,A2798,-89.818,NCCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
4081,A3667,-89.807,CCNC[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
4082,A2863,-89.805,O=[N](O)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
4083,A2865,-89.797,OC(CCCN1CCOCC1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
4084,A399,-89.793,CCc1ccc(C(=O)OCCC(C)C)cc1,
4085,A2914,-89.790,CC[C@](O)(c1ccc(C)cc1)c1ccc(Cl)cc1,
4086,A4818,-89.788,CCCC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
4087,A3850,-89.786,COC(=O)CC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
4088,A5776,-89.784,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC1CC1)O,
4089,A1140,-89.781,CCOC(=O)c1cncn1[C@H]1CCCc2ccc(C(F)(F)F)cc12,
4090,A2731,-89.780,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@@H]1CCNC1,
