SN,Molecule,Binding energy (kcal/mol),SMILES,
3563,A1105,-92.128,CCCCc1cncn1[C@@H]1CCCc2ccccc12,
3564,A6460,-92.122,C[C@@H]1C[C@H](C)C[C@@H]([C@H](O)CC2CC(=O)N(C3CCCCC3)C(=O)C2)C1=O,
3565,A6331,-92.117,C[C@@H]1C[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C(C)(C)C1,
3566,A2842,-92.115,CC(=O)c1ccc([C@@](C)(O)c2ccc(Cl)cc2)cc1,
3567,A2781,-92.112,O[C@H]1CCC[C@H]1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
3568,A1010,-92.107,CCOC(=O)c1nccn1[C@H]1CCc2ccccc12,
3569,A6613,-92.102,CC[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)[C@@H]1O,
3570,A692,-92.099,OCCOc1ccc(Cc2ccc(Cl)cc2)cc1,
3571,A1137,-92.099,CCOC(=O)c1cncn1[C@H]1CC[C@@H](C)c2ccccc12,
3572,A5659,-92.078,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)C,
3573,A6566,-92.068,CCC[C@@H]1CCC[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,
3574,A1199,-92.066,CCOC(=O)c1nccn1[C@@H]1CCCc2ccccc12,
3575,A146,-92.062,Cc1ccc([C@](C)(c2ccccc2)n2ccnc2)cc1,
3576,A5139,-92.058,CC(C)(C)C(=O)[C@H](Oc1cc(F)ccc1F)n1ccnc1,
3577,A6084,-92.047,CC(C)CN[C@@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
3578,A748,-92.045,CCCCCCCCCC(=O)CCCC(=O)O,
3579,A6599,-92.043,C[C@H]1C[C@@H]([C@H](O)C[C@@H]2CC(=O)N[C@@H](Cc3ccccc3)C2)C(=O)[C@@H](C)C1,
3580,A4273,-92.040,COc1ccc(CNC[C@H](O)COC(=O)N)cc1,
3581,A3975,-92.038,CC[C@@H](O)C1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
3582,A2983,-92.031,CSc1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
3583,A976,-92.027,CCOC(=O)c1cncn1[C@@H]1C[C@H](O)c2ccccc12,
3584,A195,-92.026,C/C(=C\C=C/C(=O)N1CCCC1=O)/[C@@H](O)CCCC(C)C,
3585,A1890,-92.024,CC(=O)N1CCN(CC2(c3ccc(Cl)cc3Cl)OCCO2)CC1,
3586,A5026,-92.016,CC(C)(C)C[C@H](Oc1ccc(Cl)cc1)n1ccnc1,
3587,A2996,-92.009,O=C(O)CN1CCN(c2ccc([C@@](O)(c3ccc(Cl)cc3)C3CC3)cc2)CC1,
3588,A6446,-92.004,CC[C@H]1CC(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
3589,A4845,-92.002,CCCNC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
3590,A2829,-92.000,Cc1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cn1,
3591,A947,-91.995,CCOC(=O)c1cncn1[C@@H]1CCCc2ccc(OC)cc12,
3592,A4842,-91.991,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)Nc1ccc(C#N)cc1,
3593,A3815,-91.990,O=C1C=C(CO)C=C(C2CCCCC2)[N+]1O,
3594,A6186,-91.987,COCCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
3595,A1535,-91.980,CN(C)c1ccc([C@](O)(c2ccncc2)c2ccc(C(F)(F)F)cc2)cc1,
3596,A4632,-91.979,CNCC(c1ccccc1)(c1ccccc1)n1ccnc1,
3597,A4471,-91.977,O=C1CCN(C[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
3598,A1472,-91.973,CCOC(=O)c1cncn1[C@@H]1CC[C@H](c2ccccc2)C1,
3599,A6037,-91.970,CC[C@H](C)N[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
3600,A2170,-91.961,Clc1ccc2oc([C@H](C3CCC3)n3ccnc3)cc2c1,
3601,A1529,-91.955,CN(C)CCOc1ccc([C@](O)(c2ccc(N(C)C)cc2)c2cccnc2)cc1,
3602,A6719,-91.953,CC(=CCC/C(=C\CC[C@@H](C)CO)/C)C,
3603,A256,-91.950,CCCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
3604,A5885,-91.949,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)CCO)O,
3605,A5063,-91.948,CC(C)(C)C[C@@H](Oc1cccc(Cl)c1)n1ccnc1,
3606,A1449,-91.946,COC(=O)c1ncn([C@@H]2CCCc3ccccc23)c1C,
3607,A2875,-91.942,Cn1c(C#N)ccc1[C@](O)(c1ccc(Cl)cc1)C1CC1,
3608,A215,-91.941,COC[C@@H](O)/C=C(\C)/C=C/C=C/C(=O)N1CCCCC1=O,
3609,A5035,-91.936,CC(C)(C)C(=O)[C@H](Oc1cc(Cl)ccc1Cl)n1ccnc1,
3610,A1943,-91.930,Cc1cccc2nc(C)n(Cc3ccc(Cl)cc3)c12,
3611,A5339,-91.916,O=C(O)CCCCCC(=O)NCCc1ccccc1,
3612,A5306,-91.913,CC[C@H](C)[C@H](NC(=O)CCc1ccccc1)C(=O)O,
3613,A5136,-91.908,CC(C)(C)C(=O)[C@H](Oc1ccccc1I)n1ccnc1,
3614,A1646,-91.906,CC(C)NCCOC(=O)c1ccccc1c1ccccc1,
3615,A5847,-91.904,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(C)(C)C)Cc1ccccc1,
3616,A955,-91.898,CCOC(=O)c1cncn1[C@H]1CCCc2ccc(OC)cc12,
3617,A555,-91.894,CC(=O)N(CCO)CCOc1ccc(Cl)cc1,
3618,A5113,-91.892,CO[C@@H](c1ccc(Cl)cc1)[C@H](C(=O)C(C)(C)C)n1ccnc1,
3619,A6189,-91.889,CCCCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
3620,A6058,-91.889,CCCCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
3621,A4022,-91.885,C[C@H](O)C1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
3622,A4156,-91.884,C[C@H](COc1ccc(Cl)cc1)[C@@H](O)COC(=O)N,
3623,A2304,-91.882,O[C@](Cn1ccnc1)(c1ccccc1)c1ccc(Br)cc1,
3624,A4769,-91.881,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C1CCOCC1,
3625,A1331,-91.881,O[C@@H](CN1CCCC1)[C@@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
3626,A975,-91.879,CCOC(=O)c1cncn1[C@H]1CCCc2cc(Cl)ccc12,
3627,A3471,-91.877,CC(C)N[C@H](C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
3628,A925,-91.870,CC[C@H](Cc1ccc(NC(=O)N2C[C@@H](C)O[C@@H](C)C2)cc1)C(C)(C)C,
3629,A1651,-91.866,CCN(CC)CCOC(=O)c1ccccc1Cl,
3630,A3938,-91.860,O=C1C=C(CCO)C=C(C2CCCCC2)[N+]1O,
3631,A2791,-91.852,CN(C)CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
3632,A729,-91.850,CCCCOCCCCCCCCC(=O)O,
3633,A1451,-91.849,CCOC(=O)c1cncn1[C@H]1CCCc2ccc(I)cc12,
3634,A1212,-91.840,CCOC(=O)c1cncn1[C@H]1C[C@@H](N)c2ccccc12,
3635,A2240,-91.834,CCCC[C@@H](Cn1ccnc1)c1ccc(Br)cc1,
3636,A968,-91.831,CCOC(=O)c1cncn1[C@H]1CCCc2cc(OC)ccc12,
3637,A5068,-91.831,Cc1ccc(O[C@H](C(=O)C(C)(C)C)n2ccnc2)cc1,
3638,A269,-91.828,CC(C)CO[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
3639,A1318,-91.822,O[C@H]1CCN([C@@H]2c3ccccc3CCc3cc(Cl)cc(Cl)c23)C1,
3640,A2207,-91.816,CN(C)CC(C)(C)S[C@H](C[N](=O)O)c1ccccc1Cl,
3641,A4066,-91.815,CCCCCCNC(=O)CCCCCC(=O)O,
3642,A128,-91.814,CCCCOc1ccccc1/C(=C\OC)/n1cnc(C)c1,
3643,A1287,-91.808,CC(C)(C)c1ccc2c(c1)CCc1ccccc1[C@H]2n1ccnc1,
3644,A2187,-91.803,NCCS[C@@H](Cn1ccnc1)c1ccccc1Cl,
3645,A945,-91.801,CCOC(=O)c1cncn1[C@H]1CCc2ccccc12,
3646,A3581,-91.796,C[C@@H](N1CCCc2cc(Br)sc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
3647,A1662,-91.793,CCN(CC)CCOC(=O)c1ccc(F)cc1O,
3648,A3310,-91.792,N#C[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
3649,A4290,-91.783,O=C(NC1CCC1)OC[C@@H](O)COc1ccc(Cl)cc1,
3650,A1110,-91.778,CCOC(=O)c1nc(C)n([C@@H]2CCCc3ccccc23)c1C,
3651,A5947,-91.778,O=C(c1ccccc1)[C@@H]1C[C@H]1c1ccccc1,
3652,A1132,-91.775,CCCc1nccn1[C@H]1CCCc2ccccc12,
3653,A2717,-91.768,NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,
3654,A2802,-91.766,NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CCNCC1,
3655,A2451,-91.764,CC(C)[C@H](Cn1ccnc1)OCc1c(Cl)cccc1Cl,
3656,A5838,-91.763,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CCC(C)(C)CO)O,
3657,A2093,-91.750,CCCO[C@H](Cn1ccnc1)c1ccc(OC)cc1Cl,
3658,A1681,-91.746,CCN(CC)CCOC(=O)c1ccc(I)cc1O,
3659,A2020,-91.745,Cc1cc2c(cc1C)[C@H](OCc1ccccc1)[C@@H](Cn1ccnc1)S2,
3660,A116,-91.741,CS/C=C(/c1ccc(OCCCC(C)C)cc1)\n1ccnc1,
3661,A2862,-91.735,OCC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@@H]1CCCCN1,
3662,A366,-91.734,CC[C@H](C)O[C@@H](Cn1ccnc1)c1ccc(Cl)cc1,
3663,A2803,-91.727,COC(=O)C(C)(C)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
3664,A3074,-91.725,N#CCCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
3665,A1098,-91.723,CCOC(=O)c1nccn1[C@@H]1CCc2ccccc12,
3666,A1320,-91.721,OCCCN[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
3667,A3033,-91.717,CCOC(=O)c1ccc([C@@](O)(c2ccc(Cl)cc2)C2CCCC2)cc1,
3668,A1319,-91.712,Brc1ccc2c(c1)[C@@H](n1ccnc1)c1ccccc1CC2,
3669,A2825,-91.709,CC(C)OCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
3670,A1461,-91.709,CCOC(=O)c1cncn1[C@H]1CCCc2cc(C)ccc12,
3671,A1405,-91.692,CCOC(=O)c1cncn1[C@H]1CCCc2c1ccn2C,
3672,A6683,-91.689,CC(=CCC/C(=C\C[C@H](C)CO)/C)C,
3673,A4047,-91.681,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)CN(C)C,
3674,A5987,-91.675,CCCCN[C@H](C)[C@@H](O)c1ccc(SCC)cc1,
3675,A5965,-91.671,CCCN[C@@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
3676,A4834,-91.668,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(O)C=O,
3677,A1239,-91.650,CCOC(=O)c1cncn1[C@H]1C[C@@H]2c3ccccc3C[C@]2(O)C1,
3678,A6048,-91.650,CCCCN[C@@H](C)[C@H](O)c1ccc(SC)cc1,
3679,A3425,-91.644,C[C@@H](N1CC[C@](C)(O)C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
3680,A11,-91.643,CN(Cc1ccoc1)C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1,
3681,A2068,-91.621,CC(C)O[C@H](Cn1ccnc1)c1ccc(F)cc1Cl,
3682,A4416,-91.611,COC(C)(C)C#CCOc1cc(Cl)c(Cl)cc1Cl,
3683,A6009,-91.605,CCN(CC)[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
3684,A1479,-91.596,CCOC(=O)c1cncn1[C@@H]1C[C@H](C)Cc2ccccc12,
3685,A2087,-91.593,CC(C)O[C@H](Cn1ccnc1)c1ccc(Cl)cc1F,
3686,A133,-91.585,CCCCCOc1ccccc1/C(=C\OC)/n1cnc(C)c1,
3687,A1481,-91.581,COC(=O)c1cncn1[C@H]1CCCCc2ccccc12,
3688,A4322,-91.581,C[C@H](COc1ccc(Cl)cc1)OC[C@H](O)CNC(=O)N,
3689,A2146,-91.581,CCN(Cc1ccco1)C(=S)Oc1ccc2c(c1)CCC2,
3690,A5811,-91.580,CC1=CC(=O)[N+](C(=C1)C[C@H]1CC[C@@H]1CC(C)(C)C)O,
3691,A1250,-91.579,COc1ccc2c(c1)[C@@H](n1cncc1C(=O)OC(C)(C)C)CCC2,
3692,A5619,-91.571,COC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)O,
3693,A1002,-91.561,CCOC(=O)c1cncn1[C@@H]1C[C@H](OC)c2ccccc12,
3694,A3059,-91.556,N#Cc1ccc([C@](O)(c2cccc(Cl)c2)C2CC2)cc1,
3695,A5697,-91.556,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)OC(=O)N(C)C,
3696,A5939,-91.551,COc1ccc(/C=C/C(=O)OCCN(C)C)cc1,
3697,A5219,-91.540,O=C(O)[C@H]1CCCN1C(=O)CCc1ccccc1,
3698,A1530,-91.533,COc1ccc([C@](O)(c2ccc(OCCN(C)C)cc2)c2ccc(N(C)C)cc2)cc1,
3699,A4597,-91.530,OC(c1ccccc1)(c1ccccc1)c1cccnc1,
3700,A2895,-91.528,CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1(O)CC1,
3701,A4948,-91.528,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)NC(C)C,
3702,A1025,-91.523,CC/C=C/c1cncn1[C@H]1CCCc2ccccc12,
3703,A4088,-91.521,CCCCCCCN(C)C(=O)CCCCC(=O)O,
3704,A1607,-91.511,CCN(CC)CCCOC(=O)c1ccccc1,
3705,A3003,-91.499,COC(=O)C(C)(C)CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
3706,A4855,-91.494,C=C(C)C(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
3707,A5037,-91.480,CC(C)(C)C(=O)[C@@H](Sc1ccc(Br)cc1)n1ccnc1,
3708,A948,-91.477,COC(=O)c1cncn1[C@H]1CCCc2ccccc12,
3709,A3933,-91.472,CO[N+]1C(=CC(=CC1=S)C)C1CCCCC1,
3710,A4854,-91.472,C=CCO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)O,
3711,A6385,-91.470,CCC[C@H]1CCC(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
3712,A6068,-91.466,CC(C)Sc1ccc([C@H](O)[C@@H](C)NC(C)(C)C)cc1,
3713,A2630,-91.464,Cc1ccc(CN(C)C(=S)Oc2ccc3c(c2)CCCC3)cn1,
3714,A4176,-91.463,NC(=O)OC[C@H](O)COc1cc(Cl)ccc1O,
3715,A1487,-91.459,CCOC(=O)c1cncn1[C@@H]1C[C@@]2(C)C[C@@H]1c1ccccc21,
3716,A4213,-91.455,NC(=O)OC[C@@H](O)CNC(=O)c1ccc(Cl)cc1,
3717,A6031,-91.453,CCCCN[C@@H](C)[C@H](O)c1ccc(C(C)C)cc1,
3718,A6332,-91.442,C[C@H]1CC(=O)[C@H](C[C@H](O)[C@@H]2C[C@H](C)C[C@H](C)C2=O)CC1=O,
3719,A687,-91.442,O=C(Cc1ccc(Cl)cc1)OCCO,
3720,A4756,-91.441,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)C(=O)O,
3721,A2868,-91.429,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@@H]1CCNC1,
3722,A4610,-91.429,COC(c1ccccc1)(c1ccccc1)c1ccccc1,
3723,A3783,-91.429,CCC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
3724,A3916,-91.411,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)NC(=O)CN(C)C,
3725,A2707,-91.410,CN(C)C(=O)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
3726,A5808,-91.408,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)NC(=O)c1c(C)noc1C,
3727,A1204,-91.398,CCOC(=O)c1cncn1[C@@H]1C[C@H]1c1ccccc1,
3728,A6038,-91.396,CC(C)Sc1ccc([C@H](C)NC[C@H](C)O)cc1,
3729,A1416,-91.396,CCOC(=O)c1cncn1[C@H]1CC[C@H](C(C)C)c2ccccc12,
3730,A5978,-91.391,COCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
3731,A1112,-91.389,CCOC(=O)c1cncn1[C@H]1CC[C@H](C)c2ccccc12,
3732,A4826,-91.388,C=CCC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
3733,A2620,-91.385,OC[C@@H](Cn1ccnc1)OCc1c(Cl)cccc1Cl,
3734,A6527,-91.370,CC(C)[C@H]1CC(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C[C@H]1C,
3735,A6090,-91.370,CCCCCCCCN[C@@H](C)[C@@H](O)c1ccncc1,
3736,A3754,-91.365,CCC[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,
3737,A6643,-91.363,CCC[C@H]1CC(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C[C@H]1O,
3738,A5988,-91.359,C#CCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
3739,A1066,-91.354,CC(C)CN(C(=O)c1cncn1[C@H]1CCCc2ccccc12)C(C)C,
3740,A1225,-91.342,COC(=O)c1cncn1[C@@H]1CCc2ccccc2C1,
3741,A4923,-91.340,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)C1CCC1,
3742,A6577,-91.335,CCCC1=CC[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C1,
3743,A345,-91.332,CC(C)(C)O[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
3744,A2203,-91.331,NCCSC[C@@H](CO)c1ccccc1Cl,
3745,A4148,-91.330,NC(=O)OC[C@@H](O)COc1ccc(C(=O)O)cc1,
3746,A2893,-91.329,O=C(O)CCCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
3747,A3571,-91.320,C[C@@H](N1CCN(C)CC1)[C@](O)(Cn1ccnc1)c1ccc(F)cc1F,
3748,A6603,-91.307,CCC[C@H]1CC(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C[C@H]1C,
3749,A4244,-91.304,NC(=O)OC[C@H](O)CSc1ccc(Cl)cc1,
3750,A3282,-91.298,CC(=O)OC[C@H](CNC(C)(C)C)OC(=O)C,
3751,A3001,-91.291,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1OCCO1,
3752,A1490,-91.278,CCOC(=O)c1cncn1[C@H]1CCCc2c(C)cccc12,
3753,A4816,-91.276,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)CCC(=O)O,
3754,A3137,-91.275,C[C@@H](Cn1ccnc1)SCc1ccc(Cl)cc1,
3755,A4111,-91.265,CCCCCCCC(=O)NCCCCCC(=O)O,
3756,A1486,-91.254,CCOC(=O)c1cncn1[C@@H]1CCCc2c(OC)cccc12,
3757,A4298,-91.254,NC(=O)OC[C@@H](O)COCc1ccccc1Cl,
3758,A2934,-91.251,N#Cc1ccc([C@@](O)(c2ccccc2)C2CC2)cc1,
3759,A5673,-91.243,CC1=CC(=O)[N+](C(=C1)C[C@@H](O)CC(C)(C)C)O,
3760,A4308,-91.243,CC(C)(C)c1ccc(OC[C@@H](O)COC(=O)N)cc1,
3761,A2948,-91.238,O[C@](c1ccc(F)cc1)(c1ccc(Cl)cc1)C1CCC1,
3762,A2116,-91.235,CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1C,
3763,A4956,-91.235,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1[C@@H](C)C(C)(C)[C@@H]2CC[C@H]3O,
3764,A1280,-91.225,C[C@@H]1Cc2ccccc2[C@@H](n2ccnc2)c2cc(Cl)ccc12,
3765,A4279,-91.217,C[C@](CO)(COC(=O)N)COc1ccc(Cl)cc1,
3766,A969,-91.216,CCOC(=O)c1cncn1[C@@H]1C[C@H](C)c2ccccc12,
3767,A1473,-91.216,COC(=O)c1cncn1[C@H]1CC(C)(C)Cc2ccccc12,
3768,A1474,-91.215,CCOC(=O)c1cncn1[C@@H]1CCc2cccc(C)c12,
3769,A6436,-91.214,C[C@H]1C[C@@H]([C@H](O)C[C@H]2CC(=O)N[C@@H](Cc3ccccc3)C2)C(=O)[C@@H](C)C1,
3770,A570,-91.211,CN(CCO)C(=O)COc1ccc(Cl)cc1,
3771,A26,-91.209,OCCCN(C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)c1ccc(O)cc1,
3772,A1167,-91.190,CCOC(=O)c1cncn1[C@H]1C[C@]2(C)Cc3ccccc3[C@H]1N2,
3773,A5897,-91.188,COC1=C(C)C=C(C[C@H](C)CC(C)(C)C)[N+](O)C1=O,
3774,A5836,-91.188,CC[C@H](CC1=CC(=CC(=O)[N+]1O)C)C(C)C,
3775,A1506,-91.184,CCOC(=O)c1cncn1[C@H]1C[C@@]2(C)C[C@@H]1Cc1ccccc21,
3776,A1589,-91.183,CCN(CC)CCOC(=O)c1ccccc1,
3777,A196,-91.174,C/C(=C\[C@H](O)CO)/C(=C/C=C\C(=O)N1CCCC1=O)/C,
3778,A5124,-91.171,CC(C)(C)C(=O)[C@@H](Oc1cccc(Br)c1)n1ccnc1,
3779,A1756,-91.169,CCC[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1C,
3780,A2973,-91.167,O[C@](c1ccc(F)cc1)(c1ccc(Cl)cc1)C1CCCC1,
3781,A6141,-91.164,CCCCN[C@H](C)[C@H](C)[C@H](O)c1ccc(SC)cc1,
3782,A5616,-91.156,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)N,
3783,A7,-91.153,CN(Cc1ccccc1)C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1,
3784,A5834,-91.145,CC1=CC(=O)[N+](C(=C1)CC(C)(C)CC(=O)O)O,
3785,A6346,-91.145,CCCCN1C(=O)CC(C[C@@H](O)[C@H]2C[C@@H](C)C[C@H](C)C2=O)CC1=O,
3786,A5261,-91.139,C[C@H](CNC(=O)CCc1ccccc1)C(=O)O,
3787,A4978,-91.139,CC(=O)OC[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)O,
3788,A1677,-91.138,O=C(OC[C@@H]1CCNC1)c1cccc(c2ccccc2)c1O,
3789,A336,-91.129,CCC[C@H](Cn1ccnc1)OCc1c(Cl)cccc1Cl,
3790,A1230,-91.129,CCOC(=O)c1cncn1[C@H]1c2ccccc2CC[C@H]1C,
3791,A4050,-91.118,O=C1C=C(CN2CCOCC2)C=C(C2CCCCC2)[N+]1O,
3792,A6321,-91.117,CC[C@@H]1CC(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
3793,A5637,-91.116,CC1=CC(=O)[N+](C(=C1)CC(C)(C)CCO)O,
3794,A2299,-91.112,OC[C@H](Cn1ccnc1)c1ccc(Br)cc1,
3795,A1457,-91.108,COC(=O)c1nccn1[C@H]1CCc2ccccc12,
3796,A2726,-91.105,O=C(O)CCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
3797,A2992,-91.101,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@@H]1CCN1,
3798,A6528,-91.092,C[C@@H]1CC[C@H](C[C@H](O)[C@@H]2C[C@H](C)C[C@H](C)C2=O)C(=O)C1,
3799,A1834,-91.091,CC(C)(C)C(=O)[C@@H](Cn1ccnc1)Oc1ccccc1Br,
3800,A3525,-91.082,C[C@@H](N1CCC(=O)CC1(C)C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
3801,A6130,-91.082,CC(C)N[C@@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
3802,A2990,-91.082,COC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CNC1,
3803,A3992,-91.073,O=C1C=C(C2CC2)C=C(C2CCCCC2)[N+]1O,
3804,A3134,-91.062,CC[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,
3805,A5791,-91.062,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(C)(C)C)NC(=O)c1cccnc1,
3806,A5733,-91.061,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC1CCC1)O,
3807,A2178,-91.060,C[C@@H](CS[C@H](C[N](=O)O)c1ccccc1Cl)N(C)C,
3808,A206,-91.059,C/C(=C\C=C\C(=O)N1CCCC1=O)/[C@H](O)CCC(C)C,
3809,A4589,-91.057,NC(c1ccccc1)(c1ccccc1)c1ccncc1,
3810,A1070,-91.054,CC(C)NC(=O)c1cncn1[C@@H]1CCCc2ccccc12,
3811,A4789,-91.046,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)C(F)(F)F,
3812,A2962,-91.031,Cn1c([C@](O)(c2ccc(Cl)cc2)C2CC2)nc2ccc(Cl)cc12,
3813,A1437,-91.026,CCOC(=O)c1cncn1[C@@H]1Cc2ccccc2CN1C(=O)C1CC1,
3814,A5036,-91.022,CC(C)(C)C[C@@H](Oc1ccc(Br)cc1)n1ccnc1,
3815,A6056,-91.020,COCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
3816,A2769,-91.020,C[C@@H](O)c1ccc([C@@](O)(c2ccc(Cl)cc2)C2CCC2)cc1,
3817,A2793,-91.009,NCC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,
3818,A262,-91.008,CO[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
3819,A4091,-91.007,CCCCCCN(C)C(=O)CCCCCC(=O)O,
3820,A559,-91.005,NCC(=O)OCCOc1ccc(Cl)cc1,
3821,A5723,-91.002,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CCO)O,
3822,A3573,-91.002,C[C@H](N1CCN(C2(C(=O)O)CC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
3823,A1675,-90.999,CCN(CC)Cc1ccccc1c1ccccc1,
3824,A5655,-90.997,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC1CC1)O,
3825,A1117,-90.997,COC(=O)c1cncn1[C@@H]1C[C@H](C)c2ccccc12,
3826,A1281,-90.995,CCN[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
