Time/Residue,VOR_R1.xvg,VOR_R2.xvg,Average
5.5300002,0.1800178,0.1813158,0.1806668
5.5400004,0.1819518,0.1827378,0.1823448
5.5500002,0.1840394,0.1873441,0.18569175
5.5600004,0.1825288,0.1937243,0.18812655
5.5700002,0.1845613,0.1877618,0.18616155
5.5800004,0.1769637,0.1829964,0.17998005
5.5900002,0.1846799,0.1921295,0.1884047
5.6000004,0.1741423,0.1876997,0.180921
5.6100001,0.1834159,0.1891879,0.1863019
5.6200004,0.1805296,0.1872126,0.1838711
5.6300001,0.1787782,0.1824076,0.1805929
5.6400003,0.1794408,0.1787617,0.17910125
5.6500001,0.1794811,0.1948117,0.1871464
5.6600003,0.1751276,0.1863207,0.18072415
5.6700001,0.1809,0.1858951,0.18339755
5.6800003,0.1782136,0.182123,0.1801683
5.6900001,0.1799423,0.1828409,0.1813916
5.7000003,0.1749848,0.1804385,0.17771165
5.71,0.1804656,0.1786565,0.17956105
5.7200003,0.1824814,0.171243,0.1768622
5.7300005,0.177246,0.1734792,0.1753626
5.7400002,0.1824223,0.1713545,0.1768884
5.7500005,0.1882244,0.1914791,0.18985175
5.7600002,0.184345,0.1762933,0.18031915
5.7700005,0.1828951,0.1748808,0.17888795
5.7800002,0.1804723,0.1566222,0.16854725
5.7900004,0.1772132,0.1599742,0.1685937
5.8000002,0.1752793,0.1649815,0.1701304
5.8100004,0.1826867,0.1748939,0.1787903
5.8200002,0.1758769,0.179483,0.17767995
5.8300004,0.1874125,0.1821943,0.1848034
5.8400002,0.1859391,0.1751013,0.1805202
5.8500004,0.1839531,0.171319,0.17763605
5.8600001,0.1846269,0.174416,0.17952145
5.8700004,0.1825585,0.1676858,0.17512215
5.8800001,0.1912947,0.1650693,0.178182
5.8900003,0.1929503,0.1610888,0.17701955
5.9000001,0.1924767,0.1706973,0.181587
5.9100003,0.1872937,0.1652514,0.17627255
5.9200001,0.1965694,0.1614954,0.1790324
5.9300003,0.1843087,0.1659565,0.1751326
5.9400001,0.1771078,0.1623355,0.16972165
5.9500003,0.1843798,0.1749088,0.1796443
